element_type,osmid,amenity,name,geometry,building,man_made,name:en,capacity,phone,addr:city,addr:district,addr:postcode,addr:province,addr:street,fee,leisure,nodes,building:levels,height,shop,healthcare,wheelchair,name:zh,tourism,int_name,alt_name,name_1,wikidata,addr:housenumber,website,opening_hours,addr:housename,description,cuisine,fast_food,level,opening_hours:covid19,note,bicycle_parking,covered,supervised,power,takeaway,layer,access,female,toilets:disposal,male,name:zh-Hans,ways,type
way,153741406,,,"POLYGON ((114.350281 30.543074, 114.3505818 30.5431625, 114.350534 30.5432829, 114.3502332 30.5431944, 114.350281 30.543074))",yes,,,,,,,,,,,,"[1663906524, 1663906501, 1663906535, 1663906434, 1663906524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741407,marketplace,武汉大学工学部集贸市场,"POLYGON ((114.3514331 30.5429709, 114.3511037 30.542831, 114.3513784 30.5424009, 114.3516793 30.5425359, 114.3514331 30.5429709))",yes,,,,,,,,,,,,"[1663906553, 1663906383, 1663906384, 1663906378, 1663906553]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741409,,,"POLYGON ((114.3503186 30.5423674, 114.350898 30.5425522, 114.3508463 30.5426724, 114.3502669 30.5424876, 114.3503186 30.5423674))",yes,,,,,,,,,,,,"[1663906451, 1663906417, 1663906533, 1663906444, 1663906451]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741410,,,"POLYGON ((114.3512424 30.5431147, 114.3518898 30.5430683, 114.3519004 30.5431786, 114.3512531 30.5432251, 114.3512424 30.5431147))",yes,,,,,,,,,,,,"[1663906507, 1663906396, 1663906469, 1663906414, 1663906507]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741411,,,"POLYGON ((114.3494494 30.543998, 114.3494456 30.5438825, 114.349786 30.5438742, 114.3497898 30.5439898, 114.3494494 30.543998))",yes,,,,,,,,,,,,"[1663906521, 1663906500, 1663906401, 1663906503, 1663906521]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741412,,自强超市,"POLYGON ((114.351931 30.5428956, 114.3517829 30.5428711, 114.3518559 30.5424936, 114.3513999 30.5423365, 114.3514804 30.5422071, 114.351931 30.5423411, 114.3520135 30.5424263, 114.351931 30.5428956))",yes,,,,,,,,,,,,"[1663906397, 1663906438, 1663906528, 1663906464, 1663906489, 1663906519, 4808861489, 1663906397]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741413,,,"POLYGON ((114.3502536 30.5433661, 114.3504012 30.5433998, 114.3503648 30.5435181, 114.3502172 30.5434844, 114.3502536 30.5433661))",yes,,,,,,,,,,,,"[1663906536, 1663906483, 1663906490, 1663906539, 1663906536]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741415,,,"POLYGON ((114.3504526 30.5421813, 114.3504922 30.5420726, 114.3509226 30.5421888, 114.3508831 30.5422975, 114.3504526 30.5421813))",yes,,,,,,,,,,,,"[1663906452, 1663906514, 1663906471, 1663906541, 1663906452]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741416,,,"POLYGON ((114.349691 30.5438238, 114.3497014 30.5437011, 114.3500538 30.5437231, 114.3500435 30.5438458, 114.349691 30.5438238))",yes,,,,,,,,,,,,"[1663906399, 1663906510, 1663906400, 1663906406, 1663906399]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741417,,,"POLYGON ((114.3511761 30.5432577, 114.3509552 30.5432613, 114.3509525 30.5431386, 114.3510213 30.5431375, 114.3510196 30.5430624, 114.3511389 30.5430604, 114.3511408 30.5431463, 114.3511736 30.5431458, 114.3511761 30.5432577))",yes,,,,,,,,,,,,"[1663906481, 1663906530, 1663906412, 1663906443, 1663906546, 1663906534, 1663906518, 1663906508, 1663906481]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741419,,,"POLYGON ((114.3493752 30.5441867, 114.3492418 30.5441815, 114.349257 30.5438914, 114.3493905 30.5438966, 114.3493752 30.5441867))",yes,,,,,,,,,,,,"[1663906454, 1663906459, 1663906415, 1663906537, 1663906454]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741420,,,"POLYGON ((114.3503081 30.5427488, 114.3507292 30.5428728, 114.3506844 30.5429855, 114.3502634 30.5428614, 114.3503081 30.5427488))",yes,,,,,,,,,,,,"[1663906505, 1663906465, 1663906422, 1663906381, 1663906505]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741421,,,"POLYGON ((114.3516771 30.5428744, 114.3515663 30.5428493, 114.3516793 30.5425359, 114.351774 30.5425564, 114.3516771 30.5428744))",yes,,,,,,,,,,,,"[1663906388, 1663906472, 1663906378, 1663906436, 1663906388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153741422,,,"POLYGON ((114.3492583 30.5438297, 114.3492637 30.5437073, 114.3496123 30.5437188, 114.3496068 30.5438412, 114.3492583 30.5438297))",yes,,,,,,,,,,,,"[1663906498, 1663906398, 1663906429, 1663906395, 1663906498]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153742396,,,"POLYGON ((114.3507842 30.5435734, 114.3507862 30.5434513, 114.3509203 30.543456, 114.3509203 30.5434098, 114.3511135 30.5434098, 114.3511156 30.5434546, 114.3512422 30.543456, 114.3512443 30.5435747, 114.3511156 30.5435655, 114.3511149 30.543526, 114.3509252 30.5435255, 114.3509217 30.5435752, 114.3507842 30.5435734))",yes,,,,,,,,,,,,"[1663918965, 1663918972, 1663918967, 1663919025, 1663919046, 1663919002, 1663918892, 1663919038, 1663919020, 1663918935, 1663918973, 1663918902, 1663918965]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153742397,,,"POLYGON ((114.3504326 30.544098, 114.3505893 30.5440753, 114.3505959 30.5441092, 114.3506712 30.5440982, 114.3507054 30.5442737, 114.3504735 30.5443073, 114.3504326 30.544098))",yes,,,,,,,,,,,,"[1663918968, 1663918970, 1663918915, 1663919050, 1663918918, 1663919013, 1663918968]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153742398,,,"POLYGON ((114.3513617 30.5434968, 114.3513554 30.5434026, 114.3519329 30.543374, 114.3519392 30.5434682, 114.3513617 30.5434968))",yes,,,,,,,,,,,,"[1663918982, 1663918920, 1663919035, 1663918936, 1663918982]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153742402,,新4栋,"POLYGON ((114.351678 30.544296, 114.351687 30.5441802, 114.3517585 30.5441843, 114.3517646 30.5441062, 114.3523228 30.5441384, 114.3523122 30.5442742, 114.3517635 30.5442425, 114.351759 30.5443006, 114.351678 30.544296))",yes,,,,,,,,,,,,"[1663918933, 1663919033, 1663918934, 1663918942, 1663918994, 1663919042, 1663919006, 1663918980, 1663918933]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153742403,,,"POLYGON ((114.3515977 30.5437617, 114.3515944 30.5436611, 114.3521808 30.5436288, 114.3521812 30.5437277, 114.3515977 30.5437617))",yes,,,,,,,,,,,,"[1663919008, 1663918907, 1663918909, 1663919067, 1663919008]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153742404,,,"POLYGON ((114.3507968 30.5439275, 114.3505936 30.5439169, 114.3506007 30.5438153, 114.3506491 30.5438178, 114.3506566 30.543711, 114.3507738 30.5437171, 114.3507656 30.5438343, 114.3508032 30.5438363, 114.3507968 30.5439275))",yes,,,,,,,,,,,,"[1663918911, 1663919048, 1663918944, 1663918987, 1663918913, 1663918962, 1663919023, 1663918946, 1663918911]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153742405,,新1栋,"POLYGON ((114.3515097 30.544279, 114.3515119 30.5442354, 114.3511313 30.5442212, 114.3511378 30.5440923, 114.3515503 30.5441078, 114.3515487 30.544139, 114.3516114 30.5441414, 114.3516042 30.5442825, 114.3515097 30.544279))",yes,,,,,,,,,,,,"[1663918990, 1663918926, 1663919062, 1663918937, 1663918896, 1663919040, 1663918969, 1663918890, 1663918990]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153742406,,,"POLYGON ((114.3515461 30.5438789, 114.3517111 30.543885, 114.3517154 30.5437979, 114.351779 30.5438003, 114.3517704 30.5439733, 114.3515418 30.5439649, 114.3515461 30.5438789))",yes,,,,,,,,,,,,"[1663918999, 1663918894, 1663918906, 1663918984, 1663919044, 1663918959, 1663918999]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153742407,,,"POLYGON ((114.3509544 30.5437248, 114.3514115 30.5437423, 114.3514064 30.5438416, 114.3509492 30.5438241, 114.3509544 30.5437248))",yes,,,,,,,,,,,,"[1663919065, 1663919000, 1663918996, 1663919015, 1663919065]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743111,,青年教师公寓9栋,"POLYGON ((114.3532511 30.5438236, 114.353257 30.5437295, 114.353704 30.5437502, 114.3536981 30.5438443, 114.3532511 30.5438236))",yes,,,,,,,,,,,,"[1663925604, 1663925749, 1663925774, 1663925635, 1663925604]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743113,,工学部南区8栋,"POLYGON ((114.3526037 30.5435359, 114.3526076 30.5434476, 114.3531179 30.543464, 114.3531141 30.5435522, 114.3526037 30.5435359))",yes,,,,,,,,,,,,"[1663925729, 1663925570, 1663925752, 1663925600, 1663925729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743114,,,"POLYGON ((114.3538556 30.5427349, 114.3536881 30.5426264, 114.3537596 30.5425446, 114.3539271 30.5426531, 114.3538556 30.5427349))",yes,,,,,,,,,,,,"[1663925580, 1663925652, 1663925575, 1663925733, 1663925580]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743115,,,"POLYGON ((114.3537994 30.5428547, 114.3538078 30.5427969, 114.3540225 30.5428203, 114.3540141 30.542878, 114.3537994 30.5428547))",yes,,,,,,,,,,,,"[1663925607, 1663925779, 1663925637, 1663925736, 1663925607]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743117,,青年教师公寓32栋,"POLYGON ((114.3541856 30.5425707, 114.3541901 30.5424777, 114.3544392 30.5424867, 114.3544347 30.5425797, 114.3541856 30.5425707))",yes,,,,,,,,,,,,"[1663925762, 1663925617, 1663925791, 1663925741, 1663925762]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743119,,青年教师公寓53栋,"POLYGON ((114.3532354 30.5432943, 114.3532427 30.5432042, 114.3537924 30.5432372, 114.3537851 30.5433273, 114.3532354 30.5432943))",yes,,,,,,,,,,,,"[1663925633, 1663925770, 1663925619, 1663925625, 1663925633]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743121,,青年教师公寓11栋,"POLYGON ((114.3538427 30.5438524, 114.3538476 30.5437605, 114.3542992 30.5437784, 114.3542942 30.5438704, 114.3538427 30.5438524))",yes,,,,,,,,,,,,"[1663925666, 1663925675, 1663925622, 1663925657, 1663925666]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743122,,工学部南区52栋,"POLYGON ((114.3532532 30.543034, 114.3532606 30.5429404, 114.3538253 30.5429738, 114.3538178 30.5430675, 114.3532532 30.543034))",yes,,,,,,,,,,,,"[1663925621, 1663925670, 1663925591, 1663925564, 1663925621]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743123,,,"POLYGON ((114.354352 30.5430419, 114.3543587 30.5428217, 114.354578 30.5428266, 114.3545714 30.5430468, 114.354352 30.5430419))",yes,,,,,,,,,,,,"[1663925692, 1663925781, 1663925765, 1663925788, 1663925692]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743124,,南区048栋,"POLYGON ((114.3539286 30.5430641, 114.3539336 30.5429857, 114.3543439 30.543005, 114.3543389 30.5430835, 114.3539286 30.5430641))",yes,,,,,,,,,,,,"[1663925574, 1663925784, 1663925654, 1663925714, 1663925574]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743125,,青年教师公寓51栋,"POLYGON ((114.3535747 30.5427722, 114.353185 30.5426878, 114.3532108 30.5425998, 114.3536004 30.5426842, 114.3535747 30.5427722))",yes,,,,,,,,,,,,"[1663925786, 1663925567, 1663925590, 1663925695, 1663925786]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743126,,青年教师公寓47栋,"POLYGON ((114.3539015 30.5433282, 114.3539084 30.5432456, 114.3543042 30.5432701, 114.3542974 30.5433527, 114.3539015 30.5433282))",yes,,,,,,,,,,,,"[1663925738, 1663925677, 1663925685, 1663925689, 1663925738]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743127,,青年教师公寓12栋,"POLYGON ((114.3538544 30.5435976, 114.3538598 30.5435048, 114.3543276 30.543525, 114.3543222 30.5436177, 114.3538544 30.5435976))",yes,,,,,,,,,,,,"[1663925725, 1663925630, 1663925698, 1663925578, 1663925725]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743128,,,"POLYGON ((114.3529474 30.5428268, 114.3532041 30.5428644, 114.3531725 30.5430246, 114.3529157 30.542987, 114.3529474 30.5428268))",yes,,,,,,,,,,,,"[1663925701, 1663925603, 1663925746, 1663925628, 1663925701]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743129,,青年教师公寓7栋,"POLYGON ((114.352628 30.5437919, 114.3526321 30.5437046, 114.3530716 30.5437198, 114.3530675 30.5438071, 114.352628 30.5437919))",yes,,,,,,,,,,,,"[1663925711, 1663925707, 1663925663, 1663925704, 1663925711]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743130,,桂園九舍,"POLYGON ((114.3532669 30.5424601, 114.3533134 30.5423079, 114.3537088 30.5423975, 114.3536623 30.5425497, 114.3532669 30.5424601))",dormitory,,,,,,,,,,,,"[1663925660, 1663925744, 1663925597, 1663925596, 1663925660]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153743131,,青年教师公寓10栋,"POLYGON ((114.353228 30.5435548, 114.3532358 30.5434635, 114.3537347 30.5434954, 114.3537268 30.5435867, 114.353228 30.5435548))",yes,,,,,,,,,,,,"[1663925673, 1663925592, 1663925594, 1663925583, 1663925673]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153744026,,,"POLYGON ((114.3547074 30.5425649, 114.354943 30.5426076, 114.3549269 30.5426731, 114.3551509 30.5427137, 114.3551106 30.5428785, 114.3547328 30.54281, 114.3547551 30.5427188, 114.3547038 30.5427095, 114.3546734 30.5427039, 114.3547074 30.5425649))",yes,,,,,,,,,,,,"[1663938899, 1663938885, 1663938910, 1663938894, 1663938945, 1663938878, 1663938956, 1663938874, 1663938944, 1663938899]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153744027,,,"POLYGON ((114.3558415 30.5436806, 114.3556619 30.5436785, 114.3556642 30.5435318, 114.3558438 30.5435339, 114.3558431 30.543578, 114.3558415 30.5436806))",yes,,,,,,,,,,,,"[1663938915, 1663938939, 1663938880, 1663938886, 1663938892, 1663938915]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153744028,,,"POLYGON ((114.354994 30.5430077, 114.3546908 30.5429591, 114.3547135 30.5428542, 114.3550167 30.5429028, 114.354994 30.5430077))",yes,,,,,,,,,,,,"[1663938902, 1663938882, 1663938895, 1663938920, 1663938902]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153744031,,工學部十一教學樓,"POLYGON ((114.3556343 30.5430947, 114.3550492 30.5430036, 114.3550697 30.542906, 114.3553637 30.5429518, 114.355378 30.5428837, 114.3554984 30.5429025, 114.3554829 30.5429764, 114.3556536 30.543003, 114.3556343 30.5430947))",yes,,,,,,,,,,,,"[1663938883, 1663938918, 1663938884, 1663938908, 1663938940, 1663938955, 1663938948, 1663938909, 1663938883]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153744035,,泥沙实验楼,"POLYGON ((114.3557404 30.5439964, 114.3545941 30.5439692, 114.3546031 30.5436895, 114.35474 30.5436927, 114.3547437 30.5435755, 114.3546287 30.5435728, 114.3546314 30.5434907, 114.3555832 30.5435133, 114.3555799 30.5436174, 114.3556143 30.5436183, 114.3556105 30.5437362, 114.3557486 30.5437394, 114.3557404 30.5439964))",yes,,,,,,,,,,,,"[1663938919, 1663938897, 1663938921, 1663938898, 1663938960, 1663938957, 1663938917, 1663938887, 1663938947, 1663938904, 1663938907, 1663938903, 1663938919]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153744434,library,武汉大学图书馆(工学分馆),"POLYGON ((114.3559003 30.545897, 114.3562242 30.5459212, 114.3562148 30.546014, 114.3560827 30.5460041, 114.3560603 30.5462266, 114.3560075 30.5462226, 114.3560027 30.5462704, 114.3558668 30.5462602, 114.3558634 30.5462943, 114.3554991 30.5462671, 114.3555034 30.5462241, 114.355356 30.5462131, 114.3553661 30.5461123, 114.3554099 30.5461156, 114.35543 30.5459162, 114.3555815 30.5459276, 114.3555617 30.546124, 114.3558751 30.5461474, 114.3559003 30.545897))",yes,,,,,,,,,,,,"[1663948145, 1663948185, 9552099976, 1663948200, 9552099975, 1663948150, 1663948198, 1663948181, 1663948166, 1663948191, 1663948157, 1663948180, 1663948149, 1663948147, 1663948199, 1663948167, 1663948190, 1663948183, 1663948145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153751900,,水工实验楼,"POLYGON ((114.3556964 30.5445881, 114.3557315 30.5443063, 114.3563028 30.5443592, 114.3562677 30.544641, 114.3556964 30.5445881))",yes,,,,,,,,,,,,"[1664000452, 1664000434, 1664000432, 1664000405, 1664000452]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153751901,,,"POLYGON ((114.3563346 30.5447314, 114.3560974 30.544717, 114.3561022 30.5446582, 114.3563394 30.5446725, 114.3563346 30.5447314))",yes,,,,,,,,,,,,"[1664000399, 1664000378, 1664000431, 1664000397, 1664000399]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153751902,,工学部4教,"POLYGON ((114.3558603 30.545797, 114.3553765 30.5457551, 114.3553806 30.5457196, 114.3553469 30.5457167, 114.3553585 30.5456164, 114.3553968 30.5456197, 114.3554029 30.545568, 114.3555518 30.5455808, 114.3555867 30.5452808, 114.3554646 30.5452703, 114.355469 30.5452324, 114.3554322 30.5452292, 114.3554414 30.5451501, 114.3554788 30.5451533, 114.3554846 30.5451037, 114.3557493 30.5451265, 114.355936 30.5451426, 114.3559327 30.5451713, 114.3559289 30.5452037, 114.3559508 30.5452056, 114.3559427 30.5452752, 114.3559102 30.5452724, 114.3559062 30.5453069, 114.3557966 30.5452974, 114.3557612 30.5455998, 114.3558785 30.54561, 114.3558718 30.5456673, 114.355894 30.5456692, 114.3558824 30.5457689, 114.3558637 30.5457673, 114.3558603 30.545797))",yes,,,,,,,,,,,,"[1664000392, 1664000409, 1664000381, 1664000449, 1664000383, 1664000424, 1664000451, 1664000407, 1664000448, 1664000403, 1664000398, 1664000380, 1664000394, 1664000428, 1664000379, 4052778600, 1664000376, 8512203987, 1664000396, 1664000401, 1664000412, 1664000450, 1664000390, 1664000413, 1664000410, 1664000433, 1664000386, 1664000388, 1664000430, 1664000382, 1664000392]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153751904,,工学部6教,"POLYGON ((114.3557861 30.5450173, 114.3557588 30.5450144, 114.3556118 30.5449988, 114.3556547 30.5447447, 114.3558096 30.5447596, 114.355815 30.5447389, 114.3564111 30.5447933, 114.3563896 30.5449319, 114.3558044 30.5448792, 114.3557861 30.5450173))",yes,,,,,,,,,,,,"[1664000420, 4052778601, 1664000437, 1664000429, 1664000395, 1664000435, 1664000426, 1664000411, 1664000384, 1664000420]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153752697,,工学部7教,"POLYGON ((114.3580971 30.5449466, 114.3580718 30.5451188, 114.3574075 30.5450132, 114.3574162 30.5449545, 114.3574447 30.544763, 114.3575977 30.5447799, 114.3575861 30.544858, 114.3580971 30.5449466))",university,,,,,,,,,,,,"[1664002978, 1664002943, 1664002980, 4052778598, 1664003016, 1664002995, 1664002945, 1664002978]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153752698,,机电实验楼,"POLYGON ((114.3574899 30.5447383, 114.35814 30.5447889, 114.3581721 30.5444836, 114.3574804 30.5444298, 114.357456 30.5446622, 114.3574976 30.5446654, 114.3574899 30.5447383))",yes,,,,,,,,,,,,"[1664002956, 1664002989, 1664002938, 1664002954, 1664002960, 1664002982, 1664002956]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153752702,,高压大厅,"POLYGON ((114.3580718 30.5451188, 114.3580971 30.5449466, 114.3581085 30.5448688, 114.3584007 30.5449006, 114.3583413 30.5453052, 114.3580556 30.5452741, 114.3580491 30.5452734, 114.3580718 30.5451188))",yes,,,,,,,,,,,,"[1664002943, 1664002978, 1664002979, 1664003032, 1664002951, 4052778597, 1664003030, 1664002943]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153752703,,教材中心,"POLYGON ((114.3581908 30.5447734, 114.3583419 30.5447761, 114.3583517 30.5443736, 114.3582006 30.5443709, 114.3581908 30.5447734))",yes,,,,,,,,,,,,"[1664002998, 1664003033, 1664003029, 1664003022, 1664002998]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153752721,,武汉大学水利水电学院,"POLYGON ((114.3564708 30.5450951, 114.3565288 30.544596, 114.3567444 30.5446146, 114.3567232 30.5447964, 114.3571579 30.5448339, 114.3571785 30.5446574, 114.3573859 30.5446753, 114.3573538 30.5449521, 114.3573271 30.5451817, 114.3572663 30.5451764, 114.3571259 30.5451643, 114.3571406 30.5450383, 114.3568803 30.5450133, 114.3566917 30.5449996, 114.3566785 30.545113, 114.3564708 30.5450951))",yes,,,,,,,,,,,,"[1664003158, 1664003154, 1664003150, 1664003134, 1664003170, 1664003167, 1664003226, 4052778599, 1664003245, 8512203984, 1664003246, 1664003215, 4320485465, 1664003240, 1664003209, 1664003158]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153752728,,农田水利楼,"POLYGON ((114.3565306 30.5445934, 114.357379 30.5446698, 114.3574004 30.5444935, 114.3569764 30.5444553, 114.356552 30.5444171, 114.3565306 30.5445934))",yes,,,,,,,,,,,,"[1664003234, 1664003160, 1664003211, 4320485443, 1664003249, 1664003234]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153752966,,武汉大学电气工程学院,"POLYGON ((114.3573236 30.5460557, 114.3575676 30.5460903, 114.3575301 30.5463213, 114.3578707 30.5463583, 114.3579157 30.5460613, 114.3579505 30.5460637, 114.3579378 30.5461781, 114.3580022 30.5461827, 114.357978 30.5463698, 114.3580873 30.5463824, 114.3580746 30.5465015, 114.357345 30.5464345, 114.3573718 30.5462751, 114.3572887 30.5462659, 114.3573236 30.5460557))",yes,,,,,,,,,,,,"[1664004228, 1664004238, 1664004227, 1664004251, 1664004237, 1664004245, 1664004248, 1664004247, 1664004233, 1664004234, 1664004246, 1664004235, 1664004225, 1664004239, 1664004228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153752967,,工学部5教,"POLYGON ((114.3581517 30.5460405, 114.3577148 30.5459981, 114.3577311 30.5458735, 114.3578301 30.5458831, 114.3578766 30.5455273, 114.3577842 30.5455183, 114.357801 30.5453897, 114.3580315 30.545412, 114.3582434 30.5454325, 114.3582253 30.5455715, 114.3580577 30.5455553, 114.3580136 30.5458934, 114.3581689 30.5459085, 114.3581517 30.5460405))",university,,,,,,,,,,,,"[1664004249, 1664004231, 1664004241, 1664004243, 1664004229, 1664004240, 1664004244, 4052778596, 1664004232, 1664004230, 1664004226, 1664004242, 1664004236, 1664004249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153753162,,,"POLYGON ((114.3556854 30.5474856, 114.3557 30.5473508, 114.3558785 30.5473651, 114.3558639 30.5474999, 114.3556854 30.5474856))",yes,,,,,,,,,,,,"[1664006239, 1664006199, 1664006233, 1664006255, 1664006239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153753164,,工学部10教,"POLYGON ((114.3552466 30.5465512, 114.3556959 30.5465943, 114.3556916 30.5466277, 114.35586 30.5466439, 114.3557701 30.5473398, 114.3556661 30.5473298, 114.3556553 30.5474133, 114.355165 30.5473664, 114.3551985 30.5471063, 114.3556406 30.5471486, 114.3556913 30.5467555, 114.3553926 30.5467269, 114.3553737 30.5468731, 114.3554111 30.5468767, 114.3553882 30.5470537, 114.3551843 30.5470342, 114.3552466 30.5465512))",yes,,,,,,,,,,,,"[1664006261, 1664006208, 1664006210, 1664006260, 1664006259, 1664006193, 1664006250, 1664006171, 1664006192, 1664006226, 1664006237, 1664006204, 1664006254, 1664006182, 1664006194, 1664006159, 1664006261]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153753514,,武汉大学动力与机械学院,"POLYGON ((114.3580505 30.5470773, 114.358086 30.5468266, 114.357562 30.5467716, 114.3575562 30.5468124, 114.3574814 30.5468045, 114.3574194 30.5472421, 114.3584749 30.547353, 114.3585102 30.5471039, 114.3583597 30.5470881, 114.3583526 30.5471384, 114.3576147 30.5470609, 114.3576325 30.5469353, 114.3579344 30.546967, 114.3579207 30.5470637, 114.3580505 30.5470773))",yes,,,,,,,,,,,,"[1664012969, 1664012974, 1664012972, 1664012991, 1664012941, 1664012965, 1664012988, 1664012995, 1664012962, 1664012976, 1664012944, 1664012960, 1664012948, 1664012951, 1664012969]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
