element_type,osmid,amenity,geometry,access,description,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,email,phone,operator,parking,fee,building,maxheight,name,opening_hours,layer,emergency,nodes,alt_name,building:levels,roof:levels,capacity,leisure,loc_name,name:zh,sport,start_date,wikidata,wikipedia,roof:shape,image,short_name,building:material,height,man_made,tower:construction,tower:type,internet_access,toilets:wheelchair,website,old_name,source,museum,tourism,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,healthcare,operator:wikidata,operator:wikipedia,official_name,smoking,architect,contact:website,landuse,plant:method,plant:output:electricity,plant:output:hot_water,plant:output:steam,plant:source,power,ref:US:EIA,designation,contact:phone,shop,supervised,clock,access:conditional,note,building:levels:underground,max_level,min_level,cuisine,building:use,ref,craft,laundry_service,self_service,check_date,operator:type,shelter,residential,historic,observatory:type,voltage,disused:shop,healthcare:speciality,bus,public_transport,addr:county,building:min_level,surface,substation,construction,ways,type,old_name:1925--2018-03-29,old_name:1964-1975
way,256664314,,"POLYGON ((-83.7229984 42.2936941, -83.7229434 42.2936286, -83.7229716 42.2936147, -83.7229501 42.29358, -83.7231178 42.2935036, -83.7230856 42.293453, -83.7232559 42.2933836, -83.7232881 42.2934302, -83.723394 42.2933905, -83.7234423 42.293459, -83.723331 42.2935026, -83.7233203 42.2934888, -83.7231714 42.2935463, -83.7231794 42.2935562, -83.7231446 42.2935691, -83.723162 42.2935969, -83.7230199 42.2936604, -83.7230319 42.2936802, -83.7229984 42.2936941))",,,,,,,,,,,,,,,residential,,Baits II Conger House,,,,"[2623011261, 2623011262, 2623011263, 2623011264, 2623011265, 2623011266, 2623011267, 2623011268, 2623011269, 2623011270, 2623011271, 2623011272, 2623011273, 2623011274, 2623011275, 2623011276, 2623011277, 2623011278, 2623011261]",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256664460,,"POLYGON ((-83.7239783 42.2939679, -83.723927 42.2939103, -83.7239677 42.2938933, -83.723819 42.2936956, -83.7237783 42.2937074, -83.7236881 42.2936027, -83.7236739 42.293604, -83.7236509 42.2935791, -83.7235855 42.2936014, -83.7235448 42.2935464, -83.7236916 42.2934783, -83.7237553 42.2935568, -83.723796 42.2935438, -83.7239022 42.2936576, -83.7239571 42.2936367, -83.7240827 42.2938003, -83.7240385 42.2938239, -83.7241022 42.2939063, -83.7239783 42.2939679))",,,,,,,,,,,,,,,residential,,Baits II Cross House,,,,"[2623012199, 2623012200, 2623012201, 2623012202, 2623012203, 2623012204, 2623012205, 2623012206, 2623012207, 2623012208, 2623012209, 2623012210, 2623012211, 2623012212, 2623012213, 2623012214, 2623012215, 2623012216, 2623012199]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256664461,,"POLYGON ((-83.7236227 42.2939763, -83.7235364 42.2938692, -83.7234501 42.2939045, -83.7234809 42.2939466, -83.7234455 42.2939615, -83.7234609 42.2939831, -83.7232838 42.2940583, -83.7232375 42.2940127, -83.7229772 42.2941176, -83.7230481 42.2942133, -83.7233192 42.294113, -83.7233454 42.2941028, -83.7233823 42.2941506, -83.723541 42.2940834, -83.7235225 42.2940515, -83.7235626 42.2940367, -83.7235456 42.2940082, -83.7236227 42.2939763))",,,,,,,,,,,,,,,residential,,Baits II Coman House,,,,"[2623012217, 2623012218, 2623012219, 2623012220, 2623012221, 2623012222, 2623012223, 2623012224, 2623012225, 2623012226, 2623012227, 2623012228, 2623012229, 2623012230, 2623012231, 2623012232, 2623012233, 2623012217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256664474,,"POLYGON ((-83.7230029 42.2941837, -83.7227888 42.2942635, -83.7227021 42.294147, -83.7228029 42.2940986, -83.7227145 42.2939756, -83.7227693 42.2939507, -83.7227021 42.2938565, -83.72281 42.2938093, -83.7228684 42.2939101, -83.7228525 42.2939219, -83.7229339 42.2940397, -83.7229109 42.2940502, -83.7230029 42.2941837))",,,,,,,,,,,,,,,residential,,Baits II Coman House Annex,,,,"[2623012310, 2623012311, 2623012312, 2623012313, 2623012314, 2623012315, 2623012316, 2623012317, 2623012318, 2623012319, 2623012320, 2623012321, 2623012310]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256664640,,"POLYGON ((-83.7242291 42.294411, -83.7242861 42.2944782, -83.7243693 42.2944452, -83.7244155 42.2944851, -83.7246897 42.294378, -83.7247328 42.2944213, -83.7249839 42.2943153, -83.7249639 42.2942811, -83.724947 42.2942879, -83.7248915 42.2942173, -83.7246866 42.2942993, -83.7246727 42.2942879, -83.7246312 42.2943062, -83.7246173 42.2942845, -83.7243816 42.2943814, -83.7243677 42.2943723, -83.7243277 42.2943859, -83.7243153 42.2943711, -83.7242291 42.294411))",,,,,,,,,,,,,,,residential,,Baits II Ziwet House,,,,"[2623013636, 2623013637, 2623013638, 2623013639, 2623013640, 2623013641, 2623013642, 2623013643, 2623013644, 2623013645, 2623013646, 2623013647, 2623013648, 2623013649, 2623013650, 2623013651, 2623013652, 2623013653, 2623013636]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256664760,,"POLYGON ((-83.7250944 42.2941978, -83.7250484 42.2941298, -83.7250237 42.2941416, -83.7250006 42.2941114, -83.7249776 42.2941206, -83.7248467 42.293957, -83.7248308 42.2939609, -83.724806 42.2939413, -83.724737 42.2939622, -83.7246892 42.2939033, -83.7248325 42.2938339, -83.7248962 42.2939072, -83.7249812 42.2938837, -83.7251245 42.2940591, -83.7251051 42.2940656, -83.7251228 42.2940853, -83.7251829 42.2940643, -83.7252289 42.2941311, -83.7251369 42.294169, -83.725144 42.2941795, -83.7250944 42.2941978))",,,,,,,,,,,,,,,residential,,Baits II Thieme House,,,,"[2623015063, 2623015064, 2623015065, 2623015066, 2623015067, 2623015068, 2623015069, 2623015070, 2623015071, 2623015072, 2623015073, 2623015074, 2623015075, 2623015076, 2623015077, 2623015078, 2623015079, 2623015080, 2623015081, 2623015082, 2623015063]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256664893,,"POLYGON ((-83.7235239 42.2929156, -83.7234102 42.2927657, -83.723449 42.2927496, -83.7234414 42.2927396, -83.7233891 42.2927614, -83.7232472 42.2925753, -83.7232959 42.2925549, -83.7231973 42.2924258, -83.7232253 42.2924141, -83.7231985 42.2923942, -83.7231147 42.2924251, -83.7230617 42.2923465, -83.723213 42.2922906, -83.7232494 42.2923446, -83.7232843 42.2923466, -83.7233867 42.2924819, -83.7233562 42.2924946, -83.7235078 42.2926946, -83.7235376 42.2926823, -83.7235537 42.2927035, -83.7235878 42.2926894, -83.723703 42.2928413, -83.7235239 42.2929156))",,,,,,,,,,,,,,,residential,,Baits I,,,,"[2623016246, 2623016247, 2623016248, 2623016249, 2623016250, 2623016251, 2623016252, 2623016254, 2623016255, 2623016256, 2623016257, 2623016258, 2623016259, 2623016260, 2623016261, 2623016262, 2623016263, 2623016264, 2623016265, 2623016266, 2623016267, 2623016268, 2623016246]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256665092,,"POLYGON ((-83.7229537 42.2922906, -83.7229053 42.2922253, -83.7228158 42.2922616, -83.7226663 42.2920598, -83.7227383 42.2920306, -83.7226338 42.2918895, -83.7226842 42.2918691, -83.7226243 42.2917882, -83.7227766 42.2917265, -83.7228364 42.2918074, -83.7227968 42.2918234, -83.7228152 42.2918483, -83.7227419 42.291878, -83.722821 42.2919849, -83.7227752 42.2920034, -83.7228911 42.2921598, -83.7229173 42.2921492, -83.7229332 42.2921708, -83.7229771 42.292153, -83.7230501 42.2922515, -83.7229537 42.2922906))",,,,,,,,,,,,,,,residential,,Baits I,,,,"[2623017310, 2623017311, 2623017312, 2623017313, 2623017314, 2623017315, 2623017316, 2623017317, 2623017318, 2623017319, 2623017320, 2623017321, 2623017322, 2623017323, 2623017324, 6784131293, 6784131292, 2623017326, 2623017327, 2623017328, 2623017310]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256665208,,"POLYGON ((-83.7229018 42.2917061, -83.7228626 42.2916495, -83.7228965 42.2916267, -83.7228708 42.29159, -83.7228987 42.2915793, -83.7228033 42.2914429, -83.7227156 42.2914764, -83.7225988 42.2913095, -83.7226262 42.291299, -83.7226124 42.2912792, -83.7225101 42.2913183, -83.7224573 42.2912428, -83.7226076 42.2911853, -83.7226501 42.2912461, -83.7227024 42.291237, -83.7228437 42.291441, -83.7229266 42.2914096, -83.7230139 42.2915356, -83.7229457 42.2915615, -83.7230159 42.2916628, -83.7229018 42.2917061))",,,,,,,,,,,,,,,residential,,Baits I,,,,"[2623018428, 2623018430, 2623018431, 2623018432, 2623018433, 2623018434, 2623018435, 2623018436, 2623018437, 2623018438, 2623018439, 2623018440, 2623018441, 2623018442, 2623018443, 2623018444, 2623018445, 2623018448, 2623018450, 2623018452, 2623018428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256665283,,"POLYGON ((-83.722429 42.2909969, -83.7224961 42.2910876, -83.7225855 42.2910515, -83.7225989 42.2910697, -83.7226235 42.2910597, -83.7226335 42.2910732, -83.7227532 42.2910247, -83.7227968 42.2910071, -83.7227783 42.2909821, -83.7229709 42.2909041, -83.7229496 42.2908753, -83.7229743 42.2908653, -83.7229499 42.2908323, -83.7230103 42.2908079, -83.7229303 42.2906996, -83.7228429 42.290735, -83.7228772 42.2907813, -83.72271 42.290849, -83.7227483 42.2909007, -83.7225541 42.2909793, -83.7225353 42.2909538, -83.722429 42.2909969))",,,,,,,,,,,,,,,residential,,Baits I,,,,"[2623019253, 2623019254, 2623019255, 2623019256, 2623019257, 2623019258, 6784131254, 2623019259, 2623019260, 2623019261, 2623019262, 2623019263, 2623019264, 2623019265, 2623019266, 2623019267, 2623019268, 2623019269, 2623019270, 2623019271, 2623019272, 2623019253]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256665328,,"POLYGON ((-83.7234047 42.2913841, -83.7233596 42.2913218, -83.723341 42.2913292, -83.7233196 42.2912996, -83.7232973 42.2913085, -83.7232075 42.2911846, -83.723251 42.2911674, -83.7232333 42.2911429, -83.7232184 42.2911488, -83.7230876 42.2909682, -83.7231237 42.2909539, -83.7230627 42.2908698, -83.7232298 42.2908036, -83.7232752 42.2908663, -83.723237 42.2908815, -83.723379 42.2910776, -83.7233209 42.2911006, -83.7234283 42.2912487, -83.7234402 42.291244, -83.7234574 42.2912677, -83.7235251 42.2912408, -83.7235789 42.2913149, -83.7234047 42.2913841))",,,,,,,,,,,,,,,residential,,Baits I,,,,"[2623019789, 2623019791, 2623019793, 2623019794, 2623019795, 2623019796, 2623019797, 2623019798, 2623019799, 2623019800, 2623019801, 2623019803, 2623019804, 2623019805, 2623019806, 2623019807, 2623019808, 2623019809, 2623019810, 2623019811, 2623019812, 2623019813, 2623019789]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256667234,,"POLYGON ((-83.7411322 42.2740117, -83.7411776 42.2740111, -83.7411783 42.2740401, -83.7411311 42.2740407, -83.7411312 42.2740461, -83.7409897 42.2740482, -83.7409896 42.2740439, -83.7409588 42.2740444, -83.7409554 42.273929, -83.7409717 42.2739287, -83.7409713 42.2739153, -83.7409538 42.2739156, -83.7409532 42.273895, -83.7409526 42.2738741, -83.7409896 42.2738736, -83.7409893 42.2738612, -83.7409514 42.2738617, -83.740949 42.2737624, -83.7412566 42.2737584, -83.741259 42.2738576, -83.7411285 42.2738593, -83.7411322 42.2740117))",,,,,,604,,,South State Street,,,,,,residential,,Beta Theta Pi,,,,"[2623039659, 2623039660, 2623039661, 5627762063, 5627762062, 2623039662, 5627762053, 5627762054, 5627762052, 5627762051, 2623039663, 2623039664, 5627762049, 5627762045, 5627762048, 5627762047, 5627762046, 2623039665, 2623039666, 2623039667, 2623039668, 2623039659]",,3,1,,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,256667299,,"POLYGON ((-83.7448123 42.2715868, -83.7448908 42.271585, -83.7448904 42.2715746, -83.7448889 42.2715379, -83.7448873 42.2715012, -83.7448872 42.2714892, -83.7448104 42.2714906, -83.7448086 42.2714442, -83.7447404 42.2714451, -83.7447401 42.2714277, -83.7447257 42.2714279, -83.7446545 42.2714291, -83.7446392 42.2714293, -83.74464 42.2714473, -83.744579 42.2714485, -83.7445816 42.2715115, -83.7445869 42.2716388, -83.7446472 42.2716374, -83.7448143 42.2716336, -83.7448123 42.2715868))",,,,,,,,,,,,,,,commercial,,Outdoor Adventures,,,,"[2623039950, 2623039951, 3287726677, 5604967288, 5604967286, 2623039952, 2623039953, 2623039954, 2623039955, 2623039956, 5604967262, 5604967263, 2623039957, 2623039958, 2623039959, 5599522547, 2623039960, 5599522545, 2623039961, 2623039950]",,1,0,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,260513912,,"POLYGON ((-83.6758901 42.3108017, -83.6758891 42.3107675, -83.6758772 42.3103572, -83.6757904 42.3103586, -83.6757308 42.3103595, -83.6756992 42.31036, -83.6754408 42.3103641, -83.6754464 42.3105577, -83.675453 42.3107848, -83.6754537 42.3108087, -83.6755381 42.3108073, -83.6756526 42.3108055, -83.6758901 42.3108017))",,,,,,4251,,,Plymouth Road,,,University of Michigan,,,commercial,,Arbor Lakes 3,,,,"[2660107300, 10892436028, 2660107302, 10892385716, 4073338567, 10892365402, 2660107303, 5837197177, 5837197166, 2660107304, 5837197158, 5837197165, 2660107300]",,3,,,,,,,,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,
way,260513921,,"POLYGON ((-83.6765685 42.3112432, -83.6759878 42.3112527, -83.6759814 42.3110391, -83.6759803 42.3110032, -83.6759778 42.3109195, -83.6760244 42.3109187, -83.6760231 42.3108741, -83.6761049 42.3108727, -83.6761062 42.3109174, -83.6761303 42.310917, -83.6765585 42.31091, -83.6765654 42.3111404, -83.6765976 42.3111399, -83.6765973 42.3111288, -83.6766378 42.3111282, -83.67664 42.3112015, -83.6765995 42.3112022, -83.6765991 42.3111895, -83.6765837 42.3111897, -83.6765669 42.31119, -83.6765685 42.3112432))",,,,,,4251,,,Plymouth Road,,,University of Michigan,,,commercial,,Arbor Lakes 1,,,,"[2660107718, 2660107721, 5837197151, 5837197157, 2660107720, 10892436033, 10892436032, 10892436031, 10892436034, 10892436030, 2660107719, 10892436042, 10892436037, 10892436036, 10892436040, 10892436039, 10892436035, 10892436038, 10892436029, 10892436041, 2660107718]",,2,,,,,,,,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,
way,260513924,,"POLYGON ((-83.6757421 42.3114811, -83.6757299 42.3110424, -83.6755651 42.3110451, -83.6752739 42.3110476, -83.6752861 42.311488, -83.6757421 42.3114811))",,,,,,,,,,,,University of Michigan,,,commercial,,Arbor Lakes 2,,,,"[2660107982, 2660107983, 5837197152, 2660107985, 2660107987, 2660107982]",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291762175,,"POLYGON ((-83.7132189 42.2917969, -83.7139749 42.2917986, -83.714041 42.2917988, -83.7147691 42.2918005, -83.7147689 42.2918363, -83.7147681 42.2920372, -83.7147154 42.2920371, -83.7147155 42.292022, -83.7145949 42.2920218, -83.7145953 42.2919263, -83.7140545 42.291925, -83.7140543 42.2919849, -83.7132181 42.2919829, -83.7132189 42.2917969))",,,,Ann Arbor,,1231,,MI,Beal Avenue,,,University of Michigan,,,university,,Lay Automotive Engineering Laboratory,,,,"[2952572228, 9284814169, 9284814168, 2952572229, 2954735602, 2954735590, 2954735594, 2954735593, 2954735591, 2954735592, 2952572231, 2952572232, 2952572933, 2952572228]",Autolab,2,,,,,,,,,,flat,,AL,,,,,,,,,,,,,,,,,,,,,Walter E. Lay Automotive Engineering Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291762176,,"POLYGON ((-83.7141923 42.2916572, -83.7140245 42.2916562, -83.7139823 42.2916565, -83.7136773 42.2916586, -83.7136755 42.2916247, -83.7136245 42.291626, -83.7134819 42.2915822, -83.7135033 42.2915419, -83.7135158 42.2914988, -83.7135999 42.2914985, -83.7136007 42.2914716, -83.7136016 42.2914425, -83.7135154 42.2914425, -83.7134974 42.2913986, -83.7134696 42.2913579, -83.7136175 42.2913149, -83.7136826 42.2914256, -83.7137959 42.2914232, -83.713836 42.2914223, -83.7140433 42.2914178, -83.7140468 42.2914737, -83.7141871 42.2914721, -83.7141894 42.2915454, -83.7141923 42.2916572))",,,,Ann Arbor,,1221,,MI,Beal Avenue,,,University of Michigan,,,university,,Robert H. Lurie Engineering Center,,,,"[2952572934, 9284814173, 9284814172, 2952572935, 2952572936, 2952572937, 2952572938, 2952572952, 2952572939, 2952572940, 6431757292, 2952572941, 2952572942, 2952572951, 2952572943, 2952572944, 2952572945, 4646110221, 4646110222, 2952572946, 2952572947, 2952572948, 9284814161, 2952572934]",Lurie Engineering Center,2,,,,,,,,,,quadruple_saltbox,,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291762177,,"POLYGON ((-83.7140675 42.2909211, -83.7138977 42.2909216, -83.7138418 42.2909218, -83.7137976 42.2909222, -83.713368 42.2909222, -83.713368 42.2911486, -83.7137775 42.2911486, -83.7136187 42.2912154, -83.7136464 42.2912586, -83.7136755 42.2913038, -83.7138012 42.291267, -83.7138373 42.2912564, -83.7140704 42.2912574, -83.7140675 42.2909211))",,,,Ann Arbor,,1205,,MI,Beal Avenue,,,University of Michigan,,,university,,Industrial and Operations Engineering Building,,,,"[2952572953, 6802971587, 4646110216, 4646110217, 2952572954, 2952572955, 2952572956, 2952572957, 6431757293, 2952572958, 4646110220, 2952572959, 2952572960, 2952572953]",,,,,,,,,,,,,,IOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291762178,,"POLYGON ((-83.714024 42.2905496, -83.7141076 42.2905487, -83.7141103 42.290694, -83.7138383 42.2906968, -83.713794 42.2906972, -83.7132178 42.2907032, -83.7132154 42.2905722, -83.7132151 42.2905579, -83.7139331 42.2905505, -83.7139784 42.2905501, -83.714024 42.2905496))",,,,Ann Arbor,,2355,48109,MI,Bonisteel Boulevard,,,University of Michigan,,,university,,Cooley Laboratory,,,,"[2952572967, 2952572968, 2952572961, 4646110219, 4646110218, 2952572962, 9867164442, 2952572963, 2952572964, 10795526472, 2952572967]",,2,,,,,,,1953,,,,,,,,,,,,,,,,,,,,,,,,,,Mortimer E. Cooley Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291923874,,"POLYGON ((-83.719755 42.2958111, -83.7197544 42.2957908, -83.7197205 42.2957913, -83.719709 42.2953689, -83.7197368 42.2953684, -83.7197363 42.2953486, -83.7200255 42.2953444, -83.7200231 42.295256, -83.7200545 42.2952555, -83.7200523 42.2951723, -83.7204557 42.2951664, -83.7204572 42.2952242, -83.7204999 42.2952236, -83.7205014 42.2952788, -83.7206178 42.2952771, -83.72063 42.2957325, -83.7202948 42.2957374, -83.7202943 42.295715, -83.7202095 42.2957163, -83.7202115 42.295789, -83.7201906 42.2958045, -83.719755 42.2958111))",,,,,,,,,,,,University of Michigan,,,yes,,North Campus Recreation Building,,,,"[2954317313, 6775917337, 6775917338, 6775917339, 6775917340, 2954317314, 6775917336, 6775917335, 2954317315, 2954317316, 2954317317, 6775917341, 2954317318, 6775917342, 2954317319, 2954317320, 6775917343, 6775917344, 2954317321, 2954317322, 6775917345, 2954317313]",,,,,sports_centre,,,,,,,,,NCRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291926400,library,"POLYGON ((-83.7124537 42.2882732, -83.712533 42.288215, -83.7125328 42.2884481, -83.7125328 42.2885182, -83.7124579 42.2885182, -83.7124575 42.2889519, -83.7121812 42.2889518, -83.7121262 42.2889517, -83.7120683 42.2889517, -83.7120684 42.2888309, -83.7121074 42.2888309, -83.7121076 42.2886225, -83.7121302 42.2886225, -83.7121303 42.288518, -83.7121426 42.288518, -83.7121427 42.2883897, -83.7119754 42.2882762, -83.7121623 42.2882751, -83.7121617 42.288217, -83.7124176 42.2882154, -83.7124183 42.2882735, -83.7124358 42.2882734, -83.7124537 42.2882732))",,,,Ann Arbor,,1000,48109,MI,Beal Avenue,,,National Archives and Records Administration,,,library,,Gerald R. Ford Presidential Library,,,,"[2954326787, 2954326788, 10798169908, 2954326789, 2954326790, 2954326775, 10798159198, 6802326788, 2954326776, 2954326777, 2954326778, 2954326779, 2954326780, 10798159195, 10798159196, 2954326781, 2954326782, 2954326783, 2954326784, 2954326785, 2954326786, 10814520806, 2954326787]",Gerald R. Ford Library,,,,,,,,1981,Q3026274,en:Gerald R. Ford Presidential Library,,,,,,,,,,,https://www.fordlibrarymuseum.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291927192,library,"POLYGON ((-83.7127004 42.2898572, -83.7127787 42.2898569, -83.7127772 42.2896645, -83.7127489 42.2896646, -83.7127485 42.2896199, -83.7127217 42.28962, -83.7127215 42.2895937, -83.7127213 42.2895666, -83.7127207 42.2894934, -83.7126866 42.2894935, -83.7126862 42.2894519, -83.7121584 42.2894542, -83.7121169 42.2894544, -83.712073 42.2894546, -83.7120549 42.2894547, -83.7120546 42.289409, -83.7120544 42.28939, -83.7120531 42.2892205, -83.7120525 42.2891427, -83.7118736 42.2891435, -83.7118785 42.2897707, -83.7123948 42.2897684, -83.7123945 42.2897226, -83.7125994 42.2897218, -83.7127004 42.2898572))",,The Bentley Library specializes in the history of the State of Michigan and the University of Michigan.,,Ann Arbor,,1150,48109,MI,Beal Avenue,,,University of Michigan,,,library,,Bentley Historical Library,,,,"[2954330242, 2954330243, 10804650188, 2954330244, 10804650187, 2954330245, 10804650189, 10804650186, 2954330246, 2954330247, 2954330248, 10804650181, 10804650179, 2954330249, 10804650177, 10804650176, 10804650178, 10804650175, 2954330236, 2954330237, 2954330238, 2954330239, 2954330240, 2954330241, 2954330242]",,,,,,,,,1973,Q4890475,,,,,,,,,,,,https://bentley.umich.edu/,,,,,,,,,,,,,Alvin M. and Arvella D. Bentley Historical Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291965358,,"POLYGON ((-83.7146242 42.2892834, -83.7145215 42.2892835, -83.7143328 42.2892836, -83.7143328 42.2893068, -83.7143329 42.2893349, -83.7143329 42.2893847, -83.7143334 42.2897622, -83.7142807 42.2897622, -83.7141758 42.2897623, -83.7141761 42.2899923, -83.7145355 42.289992, -83.7145355 42.289971, -83.7146101 42.289971, -83.714724 42.2899709, -83.7147238 42.2898418, -83.7146249 42.2898419, -83.7146242 42.2892834))",,Principal building occupants are the Center for Ultrafast Optical Science and the Department of Biomedical Engineering.,,Ann Arbor,,2200,48109,MI,Bonisteel Boulevard,,,University of Michigan,,,university,,Gerstacker Building,Mo-Fr 07:00-19:00; PH off,,,"[2954735551, 10819879994, 2954735552, 6893107674, 10819880000, 10801780474, 2954735553, 10801780468, 2954735554, 2954735555, 10801780460, 10801780459, 10801780458, 2954735556, 2954735557, 2954735558, 2954735551]",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl A. Gerstacker Building,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291965359,,"POLYGON ((-83.7133831 42.2900956, -83.7132161 42.2900972, -83.7132129 42.2899088, -83.7133798 42.2899072, -83.7133788 42.2898488, -83.7134629 42.289848, -83.7135508 42.2898472, -83.7138491 42.2898443, -83.7138511 42.2899576, -83.7138516 42.289988, -83.7135385 42.289991, -83.7133813 42.2899925, -83.7133831 42.2900956))",,,,Ann Arbor,,2360,48109,MI,Bonisteel Boulevard,,,University of Michigan,,,university,,Bonisteel Interdisciplinary Research Building,,,,"[2954735559, 2954735560, 2954735561, 2954735562, 2954735563, 10803290033, 10803290029, 2954735564, 10803290040, 2954735565, 6893107677, 2954735566, 2954735559]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,291965361,,"POLYGON ((-83.7135737 42.2887511, -83.7135734 42.2884797, -83.7135981 42.2884797, -83.7137209 42.2884797, -83.7137209 42.2885104, -83.7138304 42.2885103, -83.7138305 42.2885729, -83.713853 42.2885729, -83.7138532 42.2887521, -83.7138532 42.2888256, -83.7138533 42.2888782, -83.7137938 42.2888782, -83.7137938 42.2888965, -83.7137939 42.2889238, -83.7137939 42.288947, -83.7138274 42.2889469, -83.7138274 42.2889581, -83.7138276 42.2891773, -83.7135602 42.2891775, -83.7135203 42.2891775, -83.71347 42.2891775, -83.7132116 42.2891777, -83.7132114 42.2889473, -83.7133508 42.2889472, -83.7133494 42.2889218, -83.7133328 42.288904, -83.7134826 42.2888272, -83.7134641 42.288807, -83.7135245 42.2887762, -83.7135737 42.2887511))",,,,Ann Arbor,,1101,48109,MI,Beal Avenue,,,University of Michigan,,,university,,Lurie Biomedical Engineering Building,Mo-Fr 07:00-19:00; PH off,,,"[2954735577, 2954735578, 10805613621, 2954735579, 2954735580, 2954735581, 2954735582, 2954735583, 2954735584, 2954735585, 2954735586, 2954735587, 10805613620, 10796935098, 2954735588, 2954735589, 10816473294, 2954735567, 2954735568, 10805613623, 2954735571, 2954735572, 2954735573, 2954735574, 2954735575, 2954735576, 10805613617, 10805613618, 3146326465, 2954735577]",,,,,,,,,2005,Q6704936,en:Lurie Biomedical Engineering Center,,,LBME,,,,,,,,,,,,,,,,,,,,,Ann and Robert H. Lurie Biomedical Engineering Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
