element_type,osmid,amenity,parking,geometry,access,wheelchair,addr:state,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,addr:housenumber,addr:street,wikidata,created_by,addr:city,addr:country,addr:postcode,alt_name,website,phone,shop,man_made,surveillance:type,height,material,operator,tourism,nodes,building:levels,building:material,leisure,sport,wikipedia,roof:levels,roof:shape,year_of_construction,religion,other_source,opening_hours,note,operator:type,email,gnis:county_id,gnis:created,gnis:state_id,old_name,short_name,ref:isil,addr:housename,full_name,name:zh,internet_access,type,building_1,fee,opening_hours:url,building:flats,content,bridge,layer,ways,aerospace:product,faculty,building:levels:underground
way,29530473,,,"POLYGON ((-71.1147914 42.3757389, -71.1149971 42.3757647, -71.1150763 42.3757747, -71.1150602 42.375845, -71.115574 42.3759096, -71.1155834 42.3758686, -71.1156548 42.3758775, -71.1155964 42.3761312, -71.1154728 42.3761156, -71.1154624 42.3761608, -71.1154754 42.3761624, -71.1154602 42.3762286, -71.1154374 42.3762275, -71.1154188 42.3762405, -71.115393 42.3762534, -71.115362 42.3762656, -71.115328 42.3762763, -71.1152815 42.3762893, -71.1151959 42.3763045, -71.11516 42.3762049, -71.1151988 42.3762097, -71.115216 42.3761338, -71.1150522 42.3761135, -71.1150584 42.3760863, -71.1149301 42.3760695, -71.1147219 42.3760446, -71.1147241 42.376038, -71.1146533 42.3760289, -71.1145434 42.3759858, -71.1144879 42.3759075, -71.1144978 42.3758639, -71.1145094 42.3758127, -71.1145997 42.375754, -71.114717 42.3757388, -71.1147894 42.3757474, -71.1147914 42.3757389))",,yes,MA,university,,Middlesex,1971541,57871b70-0100-4405-bb30-88b2e001a944,no,Memorial Hall,USGS Geonames,45,Quincy Street,Q6815427,,Cambridge,,02138-3003,,,,,,,17.8,,,,"[325492677, 7857620584, 325492681, 325492684, 325492687, 325492690, 325492692, 325492694, 325492696, 3440580889, 3440580888, 3440580887, 3440580890, 3440581093, 3440580891, 3440581094, 3440580892, 325492835, 325492915, 325492928, 3440580886, 325492931, 325492934, 325492938, 7857641286, 325492941, 3442432066, 3442432067, 3442432069, 3442432071, 3442432400, 3442432072, 3442432070, 3442432068, 3442432065, 325492677]",,,,,en:Memorial Hall (Harvard University),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530596,,,"POLYGON ((-71.1212083 42.374996, -71.1212993 42.3750891, -71.1212367 42.3751227, -71.1211457 42.3750296, -71.1212083 42.374996))",,,MA,detached,,,,,,Read,,8,Appian Way,,,Cambridge,,02138,,,,,,,,,,,"[585459315, 325494657, 325494660, 325494662, 585459315]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530602,,,"POLYGON ((-71.1212309 42.374849, -71.1213049 42.3749247, -71.1211783 42.3749927, -71.1211044 42.3749171, -71.1212309 42.374849))",,,MA,detached,,,,,,Nichols,,7,Appian Way,,,Cambridge,,02138,,,,,,,,,,,"[585458783, 325494712, 325494715, 325494718, 585458783]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530612,theatre,,"POLYGON ((-71.1230916 42.3745652, -71.1233944 42.3748518, -71.123289 42.3749129, -71.1233056 42.3749287, -71.1232236 42.3749763, -71.1231964 42.3749505, -71.1228509 42.3751514, -71.1225597 42.3748758, -71.1229024 42.3746766, -71.1228773 42.3746528, -71.1230139 42.3745734, -71.1230381 42.3745963, -71.1230916 42.3745652))",,,MA,yes,7,Middlesex,1971465,57871b70-0100-4405-bb30-88b2e001a944,yes,Loeb Drama Center,MassGIS Buildings (http://www.mass.gov/mgis/lidarbuildingfp2d.htm); USGS Geonames,62,Brattle Street,,,,,,,,,,,,,,,,"[325494792, 325494795, 325494799, 325494803, 325494805, 325494807, 325494809, 325494813, 325494816, 325494819, 325494822, 325494824, 325494792]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530618,,,"POLYGON ((-71.1170459 42.3742439, -71.1172393 42.3742777, -71.11712 42.3746518, -71.1169266 42.374618, -71.1170459 42.3742439))",,,MA,university,9,Middlesex,1971831,57871b70-0100-4405-bb30-88b2e001a944,no,University Hall,USGS Geonames,,,Q7894712,,,,,,,,,,,,,,,"[325494882, 325494886, 325494889, 325494893, 325494882]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530656,,,"POLYGON ((-71.1154327 42.374104, -71.1157163 42.3741537, -71.1155652 42.3746279, -71.1152815 42.3745781, -71.1153575 42.374349, -71.1154327 42.374104))",,,MA,university,7,Middlesex,1971744,57871b70-0100-4405-bb30-88b2e001a944,no,Sever Hall,USGS Geonames,,,Q7457805,,,,,,,,,,,,,,,"[325495569, 325495573, 325495576, 325495580, 688404579, 325495569]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530671,,,"POLYGON ((-71.1130496 42.3735803, -71.1131324 42.3736015, -71.113118 42.3736407, -71.113341 42.3736919, -71.1132155 42.37404, -71.1131266 42.3740026, -71.1131432 42.3739848, -71.1129984 42.373931, -71.1129891 42.373948, -71.112905 42.3739258, -71.1130496 42.3735803))",,,,yes,,,,,,Broadway Market,,468;470,Broadway,,,,,,,,,supermarket,,,,,,,"[325495703, 325495705, 325495707, 325495709, 325495712, 325495715, 325495718, 325495722, 325495728, 325495730, 325495703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530699,,,"POLYGON ((-71.1171287 42.3731984, -71.1175368 42.3732753, -71.1174715 42.3734683, -71.1170682 42.3733932, -71.1171287 42.3731984))",,,,university,,,,,,Boylston Hall,,,,Q16953306,,,,,,,,,,,,,,,"[325496072, 325496075, 325496077, 325496079, 325496072]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530710,,,"POLYGON ((-71.1132841 42.3734034, -71.113413 42.3734287, -71.1133939 42.373497, -71.113371 42.3734935, -71.1133608 42.3735298, -71.11343 42.3735405, -71.1134328 42.3735304, -71.1134915 42.3735394, -71.1134862 42.3735584, -71.1135525 42.3735748, -71.1135618 42.3735416, -71.1135487 42.3735396, -71.1135632 42.3734877, -71.1135777 42.37349, -71.1135993 42.3734128, -71.1137396 42.3734345, -71.113665 42.3737001, -71.1136127 42.373692, -71.113617 42.3736774, -71.1136002 42.3736748, -71.1135932 42.3736996, -71.1135194 42.3736882, -71.1135267 42.3736624, -71.1132129 42.3735798, -71.1132841 42.3734034))",,,,university,,,,,,,,20-20A,Prescott Street,,,,,,,,,,,,,,,,"[325496143, 325496145, 325496147, 325496149, 325496152, 325496156, 325496159, 325496162, 325496164, 325496166, 325496168, 325496171, 325496174, 325496178, 325496180, 325496183, 325496185, 325496187, 325496190, 325496193, 325496197, 325496200, 325496204, 325496207, 325496143]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530712,,,"POLYGON ((-71.1177455 42.3731926, -71.1180023 42.3732585, -71.1179601 42.3733489, -71.1177033 42.3732829, -71.1177455 42.3731926))",,,,dormitory,,,,,,Wigglesworth Hall J–K,,,,,,,,,,,,,,,,,,,"[325496227, 325496229, 325496232, 325496235, 325496227]",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530754,,,"POLYGON ((-71.1159364 42.3726892, -71.1162761 42.3727792, -71.1165539 42.3728547, -71.1165076 42.3729497, -71.1162318 42.3728764, -71.1158902 42.3727841, -71.1159364 42.3726892))",,,,dormitory,,,,,,Wigglesworth Hall A–D,,,,,,,,,,,,,,,,,,,"[325496934, 688477665, 325496937, 325496940, 688477664, 325496942, 325496934]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530772,,,"POLYGON ((-71.1136956 42.372521, -71.1137518 42.372534, -71.1137556 42.3725279, -71.1137666 42.3725238, -71.1137857 42.372528, -71.113792 42.372537, -71.1138054 42.3725359, -71.1138287 42.3725405, -71.1138396 42.3725544, -71.1138462 42.3725559, -71.1138526 42.3725409, -71.1139753 42.3725694, -71.1139699 42.372582, -71.1139727 42.3725893, -71.1139684 42.372599, -71.1139525 42.3726019, -71.1139386 42.3726346, -71.1136735 42.3725732, -71.1136956 42.372521))",,,,yes,,,,,,,,8,Prescott Street,,,,,,,,,,,,,,,,"[325497094, 11528163549, 11528163551, 11528163553, 11528163552, 11528163550, 11528163548, 11528163555, 11528163554, 11528163546, 11528163547, 325497096, 11528163542, 11528163543, 11528163544, 11528163545, 325497098, 325497100, 325497094]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530799,,,"POLYGON ((-71.1172254 42.3721495, -71.1173453 42.3721809, -71.1172578 42.372363, -71.1171877 42.3723446, -71.1171655 42.3723908, -71.1172469 42.3724121, -71.1172144 42.3724799, -71.1170491 42.3724366, -71.1170532 42.3724282, -71.1166609 42.3723255, -71.1167128 42.3722172, -71.1171077 42.3723206, -71.1171178 42.3722995, -71.1171494 42.3723078, -71.1172254 42.3721495))",,,,university,,,,,,Art Studios,,6;8,Linden Street,,,,,,,,,,,,,,,,"[325497520, 325497523, 325497526, 325497529, 325497532, 325497534, 325497536, 9773125765, 9773125764, 325497548, 325497551, 325497554, 325497557, 325497559, 325497520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530805,,,"POLYGON ((-71.1169346 42.3720844, -71.1171689 42.3721441, -71.1171557 42.3721726, -71.1171768 42.3721779, -71.1171593 42.3722152, -71.1171389 42.37221, -71.1170961 42.3723015, -71.1168612 42.3722416, -71.1169346 42.3720844))",,,,university,,,,,,Apthorp House,,10,Linden Street,,,,,,,,,,,,,,,,"[325497619, 325497622, 11599374856, 11599374857, 11599374858, 11599374855, 325497625, 325497627, 325497619]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530807,,,"POLYGON ((-71.1138252 42.3720466, -71.1141295 42.3721194, -71.1140759 42.3722426, -71.1138742 42.3721942, -71.1138832 42.3721735, -71.1137558 42.372143, -71.1137842 42.3720777, -71.1138091 42.3720836, -71.1138252 42.3720466))",,,,dormitory,,,,,,Hurlbut Hall,,2,Prescott Street,,,,,,,,,,,,,,,,"[325497633, 325497636, 325497640, 325497643, 325497646, 325497649, 325497652, 325497654, 325497633]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530809,,,"POLYGON ((-71.113468 42.3719455, -71.1137688 42.3720176, -71.1137397 42.3720843, -71.1136857 42.3720714, -71.1136534 42.3721456, -71.1137036 42.3721577, -71.1136783 42.3722156, -71.1134547 42.3721621, -71.1134443 42.372186, -71.1133708 42.3721684, -71.113468 42.3719455))",,,,dormitory,,,,,,Pennypacker Hall,,387;389,Harvard Street,,,,,,,,,,,,,,,,"[325497660, 325497664, 325497667, 325497669, 325497671, 325497673, 325497676, 325497679, 325497682, 325497685, 325497660]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530817,,,"POLYGON ((-71.1133418 42.3723179, -71.113562 42.3723661, -71.1135145 42.3724856, -71.1132943 42.3724374, -71.1133418 42.3723179))",,,,yes,,,,,,,,7,Ware Street,,,,,,,,,,,,,,,,"[325497750, 325497753, 325497756, 325497759, 325497750]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530877,,,"POLYGON ((-71.1158915 42.370707, -71.1159915 42.3707422, -71.1159711 42.3707742, -71.1160631 42.3708064, -71.116087 42.3707691, -71.116145 42.3707894, -71.1160644 42.3709156, -71.1159272 42.3708675, -71.1159172 42.3708833, -71.1158043 42.3708437, -71.1158915 42.370707))",,,,university,,,,,,,,34,,,,,,,,,,,,,,,,,"[325498338, 325498341, 325498344, 325498347, 325498350, 325498361, 325498364, 325498366, 325498367, 325498368, 325498338]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530908,,,"POLYGON ((-71.1183957 42.3699074, -71.1185383 42.3699429, -71.1184075 42.3702296, -71.1189529 42.3703654, -71.1190879 42.3700693, -71.1192374 42.3701065, -71.1190497 42.3705181, -71.1189164 42.3704849, -71.1189244 42.3704674, -71.1183753 42.3703308, -71.1183656 42.3703522, -71.1182106 42.3703136, -71.1183957 42.3699074))",,,MA,university,4,Middlesex,1971292,57871b70-0100-4405-bb30-88b2e001a944,no,Gore Hall,USGS Geonames,32,Mill Street,,,,,,,,,,,,,,,,"[325498642, 325498644, 325498646, 325498648, 325498651, 325498654, 325498657, 325498660, 325498669, 325498672, 325498675, 325498677, 325498642]",4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530910,,,"POLYGON ((-71.1180873 42.369829, -71.118177 42.3698519, -71.1181646 42.3698787, -71.1182165 42.3698919, -71.1181715 42.3699886, -71.11803 42.3699525, -71.1180873 42.369829))",,,,university,,,,,,Blyth,,111,Plympton Street,,,,,,,,,,,,,,,,"[325498687, 325498690, 325498693, 325498696, 325498698, 325498700, 325498687]",2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29530912,,,"POLYGON ((-71.1151822 42.3698419, -71.1152448 42.369864, -71.1151803 42.3699649, -71.1151177 42.3699429, -71.1151822 42.3698419))",,,,yes,,,,,,,,3,Athens Terrace,,,,,,,,,,,,,,,,"[325498709, 325498712, 325498714, 325498716, 325498709]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29532905,,,"POLYGON ((-71.1127791 42.3758095, -71.1128656 42.3758202, -71.1128613 42.3758395, -71.1129424 42.3758495, -71.11295 42.375816, -71.1130464 42.3758279, -71.1130144 42.3759696, -71.1128876 42.3759538, -71.1128928 42.375931, -71.1128024 42.3759198, -71.1127976 42.3759408, -71.1126684 42.3759248, -71.1126939 42.3758124, -71.1127763 42.3758226, -71.1127791 42.3758095))",,,,yes,,,,,,,,7,Sumner Road,,,,,,,,,,,,,,,,"[325511168, 325511170, 325511172, 325511175, 325511176, 325511177, 325511178, 325511180, 325511182, 325511184, 325511190, 325511192, 325511193, 325511195, 325511168]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29532980,,,"POLYGON ((-71.1130426 42.3742078, -71.1132375 42.3742817, -71.1129151 42.3747491, -71.1128647 42.37473, -71.1128551 42.3747439, -71.1127132 42.3746901, -71.1126165 42.3748304, -71.1124299 42.3747596, -71.1126804 42.3743964, -71.1128643 42.3744661, -71.1130426 42.3742078))",,,,parking,,,,,,Broadway Garage,,5,Felton Street,,,,,,,,,,,,,,,,"[325511889, 325511891, 325511893, 325511896, 325511898, 325511899, 325511900, 325511901, 325511903, 325511904, 325511889]",5,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29577435,,,"POLYGON ((-71.1262843 42.382325, -71.1263623 42.3824163, -71.1262956 42.3824477, -71.1263398 42.3824994, -71.1258909 42.3827101, -71.1258657 42.3826806, -71.1258188 42.3827027, -71.1257942 42.3826739, -71.1258387 42.3826531, -71.1258241 42.382636, -71.1260372 42.3825359, -71.1260234 42.3825196, -71.1262108 42.3824316, -71.1262207 42.3824433, -71.1262562 42.3824267, -71.1262023 42.3823635, -71.1262843 42.382325))",,,,yes,,,,,,,,30;32,Fernald Drive,,,,,,,,,,,,,,,,"[325499362, 325474437, 325481434, 325460427, 325466641, 325882216, 325894807, 325853021, 325864798, 325807639, 325828936, 325757807, 325786715, 325482137, 325490427, 325468780, 325499362]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29577781,,,"POLYGON ((-71.1266966 42.382213, -71.1267418 42.3822658, -71.1267787 42.3822485, -71.1269409 42.3824383, -71.1268484 42.3824817, -71.1267835 42.3824058, -71.1267665 42.3824138, -71.126742 42.3823851, -71.1267556 42.3823787, -71.1267015 42.3823153, -71.1266448 42.3823419, -71.1266606 42.3823603, -71.1266207 42.382379, -71.1266049 42.3823604, -71.1265253 42.3823978, -71.1264616 42.3823233, -71.1266966 42.382213))",,,,yes,,,,,,,,42,Fernald Drive,,,,,,,,,,,,,,,,"[325850233, 325737077, 325805046, 325490982, 325755541, 325474727, 325499222, 325460708, 325481637, 325882711, 325466794, 325812705, 325866827, 325761288, 325830395, 325759466, 325850233]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29579219,,,"POLYGON ((-71.1210377 42.3673827, -71.1210455 42.3674214, -71.1213001 42.3673998, -71.1213018 42.367392, -71.1217359 42.3673971, -71.1217338 42.3674067, -71.1219687 42.3674345, -71.1219772 42.3673955, -71.1220795 42.3674076, -71.1220542 42.3675249, -71.1217169 42.3674848, -71.1217131 42.3675024, -71.1212789 42.3674973, -71.1212813 42.3674863, -71.1209826 42.3675116, -71.120956 42.3675138, -71.1209315 42.3673917, -71.1210377 42.3673827))",,,MA,university,3,Middlesex,1971539,57871b70-0100-4405-bb30-88b2e001a944,no,Mellon Hall,MassGIS Buildings (http://www.mass.gov/mgis/lidarbuildingfp2d.htm);USGS Geonames,,Soldiers Field,,,Boston,,02163,,https://www.hbs.edu/about/campus-and-culture/campus-built-on-philanthropy/Pages/mellon-hall.aspx,,,,,,,,,"[325837938, 325857620, 325465651, 325471496, 325895579, 325459331, 325894784, 325459617, 325864339, 325880525, 325481235, 325498995, 325466446, 325473250, 1003001272, 325774805, 325803028, 325837938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29580900,,,"POLYGON ((-71.1267067 42.3686942, -71.1267428 42.3687136, -71.1268051 42.3687471, -71.1268456 42.3687057, -71.127108 42.3688467, -71.1270675 42.3688882, -71.12715 42.3689326, -71.1270023 42.3690836, -71.1270228 42.3690947, -71.1269826 42.3691357, -71.1269622 42.3691247, -71.1267999 42.3692905, -71.1263927 42.3690715, -71.1265536 42.368907, -71.1265208 42.3688894, -71.1265617 42.3688475, -71.1265945 42.3688652, -71.1266979 42.3687594, -71.1266619 42.36874, -71.1267067 42.3686942))",,,MA,yes,2,Middlesex,1971631,57871b70-0100-4405-bb30-88b2e001a944,,Palmer Dixon Indoor Tennis Courts,USGS Geonames,780,Soldiers Field Road,,,Boston,,02163,,https://gocrimson.com/sports/2020/5/5/information-facilities-palmerdixon.aspx,,,,,,,,,"[325496237, 325474158, 325466443, 325490162, 325482706, 325735093, 325500455, 325786728, 325758009, 325828908, 325807699, 325865446, 325848627, 325895670, 325879908, 325467081, 325459276, 325466573, 325461238, 325496237]",,,sports_centre,tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29582488,,,"POLYGON ((-71.1154047 42.3693183, -71.1155131 42.3693464, -71.1154695 42.3694382, -71.1154515 42.3694335, -71.1154375 42.369463, -71.1153941 42.3694518, -71.1153812 42.3694548, -71.1153619 42.3694505, -71.1153564 42.3694414, -71.1153473 42.369439, -71.1154047 42.3693183))",,,,university,,,,,,,,12-12.5,Grant Street,,,,,,,,,,,,,,,,"[325816069, 325796892, 8720699538, 8720699539, 325859460, 8720699540, 8720699541, 8720699542, 8720699543, 325837658, 325816069]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29583816,,,"POLYGON ((-71.1160465 42.3691417, -71.1162227 42.3691858, -71.1160996 42.3694552, -71.1159235 42.369411, -71.1160465 42.3691417))",,,MA,university,,,,,,Leverett G Tower,,28,DeWolfe Street,,,Cambridge,,02138,,,,,,,,,,,"[325815734, 325874406, 325859795, 5071954000, 325815734]",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29583862,,,"POLYGON ((-71.1202147 42.3651536, -71.1202232 42.3652097, -71.1202763 42.3652052, -71.1203602 42.3657584, -71.120268 42.365766, -71.1202713 42.3657883, -71.1201815 42.3657959, -71.1201063 42.3653, -71.1197499 42.3653297, -71.1193749 42.3657249, -71.1193263 42.3656971, -71.1193443 42.365679, -71.1192681 42.3656378, -71.1196969 42.3651969, -71.1202147 42.3651536))",,,,apartments,,,,,,Soldiers Field Park 2,,630,Soldiers Field Road,,,,,,,,,,,,,,,,"[325864435, 325886035, 325832819, 325853446, 325466984, 325473033, 325899013, 325460368, 325490386, 325498701, 325476270, 325483033, 325787041, 325803799, 325864435]",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29585167,parking,multi-storey,"POLYGON ((-71.1137235 42.3662701, -71.1141101 42.3662739, -71.1146049 42.3662774, -71.1146047 42.3662589, -71.114682 42.3662592, -71.1146771 42.3665755, -71.1136677 42.3665671, -71.1136688 42.3665447, -71.1137227 42.3665449, -71.1137235 42.3662701))",private,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,"[325469477, 8347350535, 8347350534, 8347350533, 325871416, 325902130, 325492519, 8347350531, 8347350532, 325469477]",3,,,,,,,,,,,"access=private is a guess, based on building not being labeled",,,,,,,,,,,,,,,,,,,,,,,,
way,29587145,,,"POLYGON ((-71.1257783 42.3825703, -71.1258222 42.3826217, -71.1257523 42.3826545, -71.1257084 42.3826031, -71.1257783 42.3825703))",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[325806714, 325824529, 325753570, 325788133, 325806714]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29587712,,,"POLYGON ((-71.1263375 42.3827892, -71.1264154 42.3829059, -71.1259304 42.3830835, -71.1258941 42.3830289, -71.1258285 42.3830529, -71.1256992 42.3828589, -71.1258055 42.38282, -71.1259202 42.382992, -71.1260187 42.382956, -71.1261065 42.3829238, -71.1260959 42.3829079, -71.1262862 42.3828382, -71.1262701 42.3828139, -71.1263375 42.3827892))",,,,yes,,,,,,,,20;24;28,Fernald Drive,,,,,,,,,,,,,,,,"[325747564, 325784958, 325495219, 325725713, 325478513, 325486082, 325467204, 325474204, 670131582, 325889057, 325460193, 325890712, 325904154, 325747564]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29589921,,,"POLYGON ((-71.1208318 42.3663705, -71.1209168 42.3663668, -71.1209218 42.3664298, -71.1208368 42.3664335, -71.1208318 42.3663705))",,,,garages,,,,,,,,,,,,,,,,,,,,,,,,,"[325873049, 325822303, 325843196, 325463575, 325873049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,29590116,,,"POLYGON ((-71.1274439 42.367446, -71.1283027 42.3679085, -71.1283077 42.3679125, -71.1283124 42.3679166, -71.1283171 42.3679207, -71.1283217 42.3679249, -71.1283263 42.3679292, -71.1283306 42.3679334, -71.1283348 42.3679378, -71.1283391 42.3679423, -71.1283432 42.3679467, -71.1283471 42.3679512, -71.128351 42.3679558, -71.1283547 42.3679604, -71.1283585 42.3679651, -71.128362 42.3679698, -71.1283653 42.3679746, -71.1283687 42.3679794, -71.128372 42.3679842, -71.128375 42.3679891, -71.128378 42.3679941, -71.1283809 42.367999, -71.1283836 42.3680041, -71.1283861 42.3680091, -71.1283887 42.3680142, -71.1283911 42.3680192, -71.1283933 42.3680244, -71.1283955 42.3680296, -71.1283975 42.3680347, -71.1283994 42.36804, -71.1284011 42.3680452, -71.1284028 42.3680504, -71.1284043 42.3680557, -71.1284057 42.368061, -71.1284071 42.3680664, -71.1284081 42.3680717, -71.1284092 42.368077, -71.1284101 42.3680824, -71.1284108 42.3680878, -71.1284115 42.3680931, -71.1284121 42.3680985, -71.1284124 42.3681039, -71.1284126 42.3681093, -71.1284128 42.3681147, -71.1284128 42.3681201, -71.1284128 42.3681255, -71.1284125 42.3681309, -71.1284121 42.3681363, -71.1284116 42.3681417, -71.1284109 42.368147, -71.1284102 42.3681524, -71.1284093 42.3681578, -71.1284083 42.3681631, -71.1284072 42.3681684, -71.1284059 42.3681738, -71.1284046 42.3681792, -71.1284031 42.3681844, -71.1284015 42.3681897, -71.1283997 42.3681949, -71.1283979 42.3682001, -71.1283958 42.3682053, -71.1283937 42.3682104, -71.1283915 42.3682157, -71.1283891 42.3682207, -71.1283867 42.3682258, -71.128384 42.3682309, -71.1283813 42.3682359, -71.1283785 42.3682408, -71.1283755 42.3682458, -71.1283725 42.3682507, -71.1283693 42.3682556, -71.1283643 42.3682627, -71.1279526 42.3682719, -71.1278536 42.3683648, -71.1270353 42.3679264, -71.1270013 42.3679072, -71.1274439 42.367446))",,,MA,yes,,,,,,Gordon Indoor Track,USGS Geonames,65,North Harvard Street,,,,,,,https://recreation.gocrimson.com/sports/2020/5/5/recreation-facilities-Gordon-Indoor-Track.aspx,,,,,,,,,"[325761165, 325745566, 325817479, 325790700, 325856107, 325835885, 325462394, 325898584, 325476282, 325468953, 325493283, 325482609, 325737270, 325502479, 325793439, 325757561, 325833172, 325811946, 325865852, 325851876, 325900081, 325885284, 325896679, 325882691, 325469466, 325463042, 325482502, 325474976, 325502285, 325493179, 325757314, 325737051, 325818184, 325798755, 325856733, 325834211, 325888429, 325874499, 325829598, 325806090, 325859920, 325838297, 325888515, 325874568, 325465946, 325459706, 325478837, 325471878, 325498116, 325485528, 325749280, 325729719, 325802660, 325785490, 325806161, 325788291, 325839535, 325829949, 325875354, 325860351, 325460207, 325888825, 325473906, 325467135, 325485631, 325481776, 325725381, 325495020, 325786406, 325747512, 325860380, 325842720, 325892170, 325872625, 9644856282, 325464024, 325761165]",,,track,tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
