element_type,osmid,nodes,amenity,building,cuisine,name,geometry,name:en,leisure,int_name,building:levels,shop,ways,type
way,891012852,"[8281310914, 8281384596, 8281382123, 8281381471, 8281383034, 8281383636, 8281381162, 8281384545, 8281382072, 8281381818, 8281383380, 8281382728, 8281384291, 8281384035, 8281381562, 8281380905, 8281382472, 8281382214, 8281383777, 8281383125, 8281384687, 8281384431, 8281381958, 8281381303, 8281382868, 8281310914]",,dormitory,,49斋,"POLYGON ((117.1719266 39.1059555, 117.1719266 39.105951, 117.1719605 39.1059513, 117.1719605 39.1059558, 117.1723025 39.105959, 117.1723025 39.1059694, 117.1722887 39.1059805, 117.172324 39.1060078, 117.1723378 39.1059971, 117.1723516 39.1059978, 117.1723512 39.1060837, 117.1725083 39.1060851, 117.1725057 39.1058769, 117.1725124 39.1058769, 117.1725124 39.10581, 117.1725048 39.10581, 117.1725048 39.1057979, 117.1724664 39.1057972, 117.172466 39.1058107, 117.1718445 39.1058047, 117.1718436 39.1058716, 117.1718507 39.1058716, 117.1718503 39.1058889, 117.1718436 39.1058889, 117.1718422 39.1059548, 117.1719266 39.1059555))",,,,,,,
way,891012854,"[8281381655, 8281384372, 8281384115, 8281382669, 8281381102, 8590004500, 8281382038, 8281384511, 8281384768, 8590004499, 8281382808, 8281383218, 8281384781, 8281384128, 8281381655]",,yes,,,"POLYGON ((117.1650124 39.1097638, 117.1650374 39.109763, 117.1650254 39.109465, 117.1650796 39.1094642, 117.165077 39.1093841, 117.1650483 39.1093848, 117.1650478 39.1093736, 117.1650165 39.1093687, 117.1649348 39.1093701, 117.1648929 39.1093777, 117.1649057 39.1097671, 117.1649209 39.1097666, 117.1649227 39.1097907, 117.1650137 39.1097879, 117.1650124 39.1097638))",,,,,,,
way,891012857,"[8281382414, 8281381987, 8281381731, 8281383550, 8281381152, 8281380895, 8281381024, 8281384805, 8281382414]",,yes,,,"POLYGON ((117.163832 39.110091, 117.1638326 39.1101295, 117.1638712 39.1101291, 117.1639701 39.1101282, 117.1640109 39.1101277, 117.1640103 39.1100971, 117.1639655 39.1100976, 117.1639654 39.1100897, 117.163832 39.110091))",,,,,,,
way,891012858,"[8281382206, 8281384540, 8281383788, 8281384442, 8281382879, 8281383136, 8281382418, 8281382860, 8281381573, 8281382206]",,yes,,,"POLYGON ((117.1645102 39.1079269, 117.1644621 39.1079279, 117.1644604 39.1078832, 117.1643961 39.1078846, 117.1643988 39.1079588, 117.1644233 39.1079582, 117.1644249 39.1080031, 117.164513 39.1080011, 117.1645108 39.1079427, 117.1645102 39.1079269))",,,,,,,
way,891012859,"[8281383610, 8281381135, 8281384519, 8281382046, 8281381792, 8281383354, 8281382701, 8281383610]",,yes,,,"POLYGON ((117.1685163 39.1120786, 117.1685168 39.1121191, 117.1685467 39.1121187, 117.1685869 39.1121184, 117.1685873 39.1121382, 117.1688092 39.1121365, 117.1688083 39.1120765, 117.1685163 39.1120786))",,,,,,,
way,891012860,"[8281383386, 8281382733, 8281384140, 8281384297, 8281383386]",,yes,,,"POLYGON ((117.1636779 39.1095653, 117.1638391 39.1095615, 117.1638371 39.1095165, 117.1636766 39.1095213, 117.1636779 39.1095653))",,,,,,,
way,891012861,"[8281383459, 8281380869, 8281381526, 8281382752, 8281381185, 8281382379, 8281382949, 8281384510, 8281383857, 8281381384, 8281381125, 8281382692, 8281382036, 8281383599, 8281383344, 8281380984, 8281383459]",,yes,,,"POLYGON ((117.1671215 39.1097437, 117.1669105 39.1097469, 117.1669055 39.1095468, 117.1669033 39.1094593, 117.1669028 39.1094412, 117.1671057 39.1094381, 117.1671159 39.1094379, 117.1671182 39.1095287, 117.1676716 39.1095203, 117.1676654 39.1092743, 117.1678567 39.1092714, 117.1678683 39.1097292, 117.1676708 39.1097322, 117.1676696 39.1096851, 117.1671202 39.1096934, 117.1671206 39.1097093, 117.1671215 39.1097437))",,,,,,,
way,891012864,"[8281382902, 8281382248, 8281381992, 8281383555, 8281382902]",,yes,,,"POLYGON ((117.1644503 39.1130042, 117.164396 39.1130044, 117.164396 39.1129886, 117.1644503 39.1129884, 117.1644503 39.1130042))",,,,,,,
way,891012865,"[8281310901, 8281381200, 8281380943, 8281381599, 8281310901]",,dormitory,,32斋,"POLYGON ((117.1647589 39.1121098, 117.1647584 39.1119783, 117.1654873 39.1119767, 117.1654878 39.1121083, 117.1647589 39.1121098))",,,,,,,
way,891012867,"[8281383833, 8281383176, 8281384739, 8281384486, 8281382014, 8281381357, 8281382922, 8281382668, 8281384231, 8281383575, 8281381100, 8281380844, 8281382412, 8281381757, 8281383319, 8281383833]",,yes,,,"POLYGON ((117.1632611 39.105559, 117.1632919 39.1055597, 117.1632914 39.1055757, 117.1633446 39.1055774, 117.16337 39.1055906, 117.1633829 39.1055823, 117.1634213 39.105583, 117.1634232 39.1055095, 117.1633531 39.1055081, 117.1633535 39.1054856, 117.163354 39.1054762, 117.1633071 39.1054759, 117.1633062 39.1054856, 117.1633057 39.1054932, 117.1632633 39.1054929, 117.1632611 39.105559))",,,,,,,
way,891012869,"[8281382968, 8281383829, 8281383173, 8281381145, 8281382711, 8281382456, 8281382968]",,yes,,,"POLYGON ((117.1706237 39.1096811, 117.1706187 39.1095207, 117.1706685 39.1095197, 117.1706677 39.1094956, 117.170727 39.1094945, 117.1707328 39.1096791, 117.1706237 39.1096811))",,,,,,,
way,891012870,"[8281384106, 8281381634, 8281381378, 8281382942, 8281384106]",,yes,,,"POLYGON ((117.1638526 39.1061325, 117.1638176 39.1061323, 117.1638178 39.1060893, 117.1638529 39.1060894, 117.1638526 39.1061325))",,,,,,,
way,891012871,"[8281310906, 8281384590, 8281382118, 8281381463, 8281384799, 8281381418, 8281384147, 8281382585, 8281384363, 8281381891, 8281381232, 8281382798, 8281310906]",,dormitory,,23斋,"POLYGON ((117.1715435 39.1063063, 117.1715433 39.1063266, 117.1716006 39.1063271, 117.1716009 39.1063059, 117.1716849 39.1063065, 117.1716864 39.1061908, 117.1710001 39.1061856, 117.1709986 39.106303, 117.1711035 39.1063038, 117.1711032 39.1063227, 117.1711557 39.1063231, 117.1711559 39.1063034, 117.1715435 39.1063063))",,,,,,,
way,891012873,"[8281381752, 8281384224, 8281380838, 8281382908, 8281384779, 8281381397, 8281383870, 8281384126, 8281382564, 8281383216, 8281381653, 8281381910, 8281384383, 8281380997, 8281383472, 8281384498, 8281382025, 8281381371, 8281382936, 8281382680, 8281384243, 8281383588, 8281382802, 8281383454, 8281381892, 8281384620, 8281380857, 8281382424, 8281381770, 8281383332, 8281383077, 8281384639, 8281383987, 8281381514, 8281381255, 8281381236, 8281383710, 8281383968, 8281382405, 8281383058, 8281381495, 8281381752]",,yes,,,"POLYGON ((117.162656 39.1109343, 117.1626561 39.1109765, 117.162736 39.1109763, 117.1627359 39.1109333, 117.1630796 39.1109365, 117.1630801 39.1109423, 117.1631596 39.1109427, 117.1631748 39.1108984, 117.1631694 39.1108928, 117.1631667 39.1108904, 117.1631663 39.1108776, 117.1631748 39.1108727, 117.1631605 39.1108197, 117.1631221 39.110819, 117.1631225 39.1108259, 117.162693 39.1108184, 117.162693 39.1107867, 117.1627395 39.1107888, 117.1627595 39.1107895, 117.1627899 39.1107722, 117.1627671 39.1107476, 117.1627886 39.1107344, 117.1627804 39.110726, 117.1628388 39.1106926, 117.1627819 39.1106326, 117.1627234 39.1106661, 117.1626194 39.110557, 117.1626207 39.1106159, 117.1625975 39.1106163, 117.1625971 39.1106007, 117.1625064 39.110602, 117.1625077 39.1107753, 117.16251 39.1107753, 117.1625099 39.1108023, 117.1625104 39.1108144, 117.1624947 39.1108723, 117.1624943 39.1108927, 117.1624943 39.1108986, 117.1625139 39.1109402, 117.1625514 39.1109391, 117.1625514 39.1109326, 117.162656 39.1109343))",,,,,,,
way,891012877,"[8281381062, 8281381717, 8281310902, 8281381859, 8281381062]",,dormitory,,25斋,"POLYGON ((117.1655949 39.1122251, 117.1655961 39.1121, 117.1662816 39.1121041, 117.1662803 39.1122292, 117.1655949 39.1122251))",,,,,,,
way,891012878,"[8281383015, 8281384575, 8281383922, 8281381450, 8281383015]",,yes,,,"POLYGON ((117.1638612 39.1100822, 117.1638898 39.1100819, 117.1638898 39.1100566, 117.1638608 39.1100573, 117.1638612 39.1100822))",,,,,,,
way,891012882,"[8281381905, 8281382815, 8281383629, 8281380898, 8281381811, 8281381555, 8281383887, 8281382159, 8281381648, 8281380992, 8281381905]",,dormitory,,44斋,"POLYGON ((117.1672375 39.1131736, 117.1677899 39.1131731, 117.1677899 39.113133, 117.1679305 39.1131329, 117.1679301 39.1128733, 117.167763 39.1128734, 117.1677632 39.1130072, 117.1677897 39.1130072, 117.1677897 39.1130511, 117.1672374 39.1130516, 117.1672375 39.1131736))",,,,,,,
way,891012885,"[8281383460, 8281382459, 8281381947, 8281381290, 8281382855, 8281383460]",,yes,,,"POLYGON ((117.1637569 39.1063698, 117.1637571 39.1063413, 117.1637574 39.1062976, 117.1635866 39.1062969, 117.1635861 39.1063692, 117.1637569 39.1063698))",,,,,,,
way,891012888,"[8281381109, 8281381222, 8281380965, 8281381621, 8281381109]",,dormitory,,34斋,"POLYGON ((117.1647686 39.1131778, 117.1647681 39.1130465, 117.1654834 39.1130447, 117.1654839 39.113176, 117.1647686 39.1131778))",,,,,,,
way,891012892,"[8281383265, 8281310890, 8281384176, 8281381703, 8281381446, 8281383012, 8281382356, 8281383919, 8281384524, 8281382051, 8281381398, 8281382963, 8281382705, 8281384269, 8281383613, 8281381139, 8281380882, 8281382450, 8281381795, 8281383357, 8281383102, 8281384665, 8281384012, 8281381539, 8281381280, 8281382846, 8281382191, 8281383754, 8281383497, 8281381023, 8281384408, 8281381935, 8281381678, 8281383242, 8281382589, 8281384151, 8281383894, 8281381422, 8281384803, 8281382331, 8281382938, 8281384500, 8281383847, 8281381374, 8281381114, 8281382681, 8281382026, 8281383589, 8281383333, 8281380858, 8281384244, 8281381771, 8281381515, 8281383078, 8281382425, 8281383988, 8281383730, 8281381256, 8281384640, 8281382167, 8281381911, 8281383473, 8281382821, 8281384384, 8281384127, 8281381654, 8281380998, 8281382565, 8281382308, 8281383871, 8281383217, 8281384780, 8281381346, 8281382911, 8281382255, 8281383820, 8281383564, 8281381089, 8281384473, 8281382001, 8281381746, 8281383308, 8281382655, 8281384218, 8281383962, 8281381489, 8281380831, 8281382399, 8281382141, 8281383704, 8281383051, 8281384614, 8281384359, 8281381886, 8281381229, 8281382796, 8281382540, 8281384102, 8281383447, 8281380973, 8281384756, 8281382284, 8281381628, 8281383193, 8281383793, 8281381319, 8281384703, 8281382230, 8281381975, 8281383537, 8281382884, 8281383265]",,dormitory,,52斋,"POLYGON ((117.1700013 39.1059395, 117.1700008 39.1059558, 117.1700066 39.10596, 117.1700057 39.1060425, 117.1700106 39.1060425, 117.1700106 39.1060393, 117.170062 39.1060397, 117.170062 39.1060428, 117.1701513 39.1060432, 117.1701513 39.1060404, 117.1701866 39.1060407, 117.1701861 39.1060435, 117.1702759 39.1060442, 117.1702759 39.1060415, 117.1703071 39.1060415, 117.1703071 39.1060446, 117.170396 39.1060449, 117.170396 39.1060422, 117.1704272 39.1060425, 117.1704268 39.1060453, 117.1705161 39.106046, 117.1705161 39.1060429, 117.1705473 39.1060432, 117.1705473 39.106046, 117.1705933 39.1060464, 117.1705933 39.1060328, 117.1706277 39.1060332, 117.1706277 39.1060467, 117.1706366 39.1060467, 117.1706366 39.1060332, 117.1706679 39.1060336, 117.1706674 39.1060471, 117.1706764 39.1060471, 117.1706768 39.1060336, 117.1707103 39.1060339, 117.1707103 39.1060474, 117.1707567 39.1060474, 117.1707567 39.1060447, 117.1707875 39.106045, 117.1707875 39.1060478, 117.1708768 39.1060485, 117.1708768 39.1060457, 117.1708952 39.1060457, 117.1708952 39.1060485, 117.1708974 39.1060485, 117.1708983 39.1059643, 117.1708764 39.1059643, 117.1708778 39.1058638, 117.1708729 39.1058638, 117.1708729 39.1058666, 117.1708394 39.1058662, 117.1708394 39.1058635, 117.1707501 39.1058628, 117.1707501 39.1058655, 117.1707193 39.1058655, 117.1707193 39.1058627, 117.1707104 39.1058627, 117.1707099 39.1058763, 117.1706385 39.1058756, 117.1706389 39.105862, 117.1706295 39.105862, 117.1706295 39.1058648, 117.1705992 39.1058645, 117.1705987 39.1058617, 117.170509 39.1058613, 117.170509 39.1058638, 117.1704786 39.1058637, 117.1704786 39.105861, 117.1703889 39.1058603, 117.1703889 39.105863, 117.1703581 39.1058627, 117.1703581 39.1058603, 117.1702688 39.1058596, 117.1702688 39.1058623, 117.1702348 39.1058623, 117.1702348 39.1058592, 117.1702308 39.1058592, 117.1702308 39.1058724, 117.1701924 39.105872, 117.1701929 39.1058464, 117.1702451 39.1058467, 117.1702451 39.1058398, 117.1702277 39.1058398, 117.1702286 39.1057847, 117.170246 39.1057851, 117.170246 39.1057788, 117.1702424 39.1057788, 117.1702425 39.1057546, 117.170246 39.1057546, 117.1702469 39.105669, 117.1701398 39.1056683, 117.1701398 39.1056849, 117.1700103 39.1056845, 117.1700103 39.1056884, 117.1700134 39.1056884, 117.1700134 39.1057147, 117.1700098 39.1057147, 117.1700089 39.105784, 117.1700125 39.105784, 117.170012 39.1058079, 117.1700085 39.1058079, 117.1700085 39.1058439, 117.1700259 39.1058443, 117.1700254 39.1058699, 117.1700076 39.1058699, 117.1700076 39.1058772, 117.1700111 39.1058772, 117.1700107 39.1059073, 117.1700276 39.1059077, 117.1700272 39.1059357, 117.1700075 39.1059354, 117.1700013 39.1059395))",,,,,,,
way,891012894,"[8281381060, 8281382943, 8281381379, 8281382031, 8281384504, 8281310903, 8281383792, 8281382883, 8281381060]",,yes,,,"POLYGON ((117.1670551 39.1087382, 117.1670563 39.1087879, 117.1670212 39.1087884, 117.1670231 39.1088627, 117.1670582 39.1088622, 117.1670594 39.1089087, 117.1677605 39.1088979, 117.1677562 39.1087275, 117.1670551 39.1087382))",,,,,,,
way,891012897,"[8281381667, 8281381011, 8281382578, 8281382320, 8281381667]",,yes,,,"POLYGON ((117.1641158 39.1099045, 117.1642596 39.1099032, 117.1642605 39.1099479, 117.1641164 39.1099485, 117.1641158 39.1099045))",,,,,,,
way,891012898,"[8590004492, 8281383806, 8281381334, 8281384757, 8590004492]",,yes,,,"POLYGON ((117.1631663 39.1096713, 117.1628715 39.1096801, 117.1628641 39.1096395, 117.163167 39.1096211, 117.1631663 39.1096713))",,,,,,,
way,891012901,"[8281384437, 8281381964, 8281381308, 8281382874, 8281384437]",,yes,,,"POLYGON ((117.1665845 39.1094344, 117.1665834 39.1094029, 117.1664772 39.1094053, 117.1664783 39.1094368, 117.1665845 39.1094344))",,,,,,,
way,891012904,"[8281383980, 8281383670, 8281384578, 8281382674, 8281384236, 8281381594, 8281384465, 8281383980]",,yes,,,"POLYGON ((117.1644739 39.112984, 117.1644736 39.1128932, 117.1643602 39.1128934, 117.1641822 39.1128938, 117.1641826 39.1129846, 117.1642945 39.1129844, 117.1643571 39.1129842, 117.1644739 39.112984))",,,,,,,
way,891012905,"[10942430145, 8281381396, 8281381997, 8281383191, 10942430145]",restaurant,yes,,,"POLYGON ((117.1629265 39.1124715, 117.1631465 39.1125075, 117.1631184 39.1124201, 117.1629268 39.1124024, 117.1629265 39.1124715))",,,,,,,
way,891012908,"[8281381221, 8281383464, 8281382787, 8281382131, 8281383695, 8281383439, 8281380964, 8281381221]",,yes,,,"POLYGON ((117.1633605 39.1089144, 117.1633956 39.1089139, 117.1635463 39.1089115, 117.1635433 39.1087992, 117.163277 39.1088034, 117.1632786 39.1088634, 117.1633591 39.1088622, 117.1633605 39.1089144))",,,,,,,
way,891012910,"[8281381132, 8281381081, 8281384466, 8281381738, 8281381132]",,yes,,,"POLYGON ((117.164085 39.1130524, 117.164085 39.1130097, 117.1641306 39.1130094, 117.1641301 39.113052, 117.164085 39.1130524))",,,,,,,
way,891012914,"[8281382793, 8281384356, 8281384099, 8281381626, 8281380970, 8281382537, 8281382281, 8281383845, 8281383190, 8281384753, 8281382518, 8281384080, 8281383426, 8281380951, 8281384734, 8281382262, 8281382793]",,yes,,,"POLYGON ((117.1622394 39.1090904, 117.1622474 39.109151, 117.1623309 39.1091445, 117.1623791 39.1091407, 117.1626234 39.109121, 117.1626243 39.10913, 117.1626461 39.1091282, 117.1626448 39.1091189, 117.1627399 39.1091113, 117.1627542 39.1091102, 117.1627515 39.1090905, 117.1627399 39.1090015, 117.1627319 39.1089426, 117.1623015 39.1089768, 117.1622242 39.108983, 117.1622358 39.1090634, 117.1622394 39.1090904))",,,,,,,
way,891012916,"[8281382269, 8281381613, 8281383178, 8281382924, 8281382269]",,yes,,,"POLYGON ((117.1635162 39.1097156, 117.163514 39.1096404, 117.1634626 39.1096415, 117.1634644 39.1097167, 117.1635162 39.1097156))",,,,,,,
way,891012919,"[8281384245, 8281381115, 8281382682, 8281381772, 8281384245]",,yes,,,"POLYGON ((117.1637297 39.1092161, 117.163829 39.1092145, 117.1638296 39.1092394, 117.1637303 39.1092409, 117.1637297 39.1092161))",,,,,,,
way,891012920,"[8281382102, 8281381449, 8281383014, 8281383616, 8281381142, 8281384526, 8281382053, 8281384782, 8281381798, 8281383360, 8281381517, 8281382708, 8281384271, 8281382102]",,yes,,,"POLYGON ((117.171451 39.1077681, 117.1714506 39.1078239, 117.1714354 39.1078242, 117.1714344 39.1079417, 117.1713952 39.1079427, 117.1713956 39.1079559, 117.1712759 39.1079576, 117.1712749 39.1079064, 117.1712718 39.1077923, 117.1712287 39.107793, 117.1712285 39.1077856, 117.1712278 39.1077559, 117.1714269 39.1077546, 117.171451 39.1077681))",,,,,,,
way,891012926,"[8281382838, 8281382582, 8281384144, 8281383489, 8281382838]",,yes,,,"POLYGON ((117.1648943 39.1082622, 117.1649853 39.1082589, 117.1649773 39.1081253, 117.1648863 39.1081286, 117.1648943 39.1082622))",,,,,,,
way,891012928,"[8281380894, 8281380876, 10942430132, 8281381274, 8281381016, 8281380894]",,dormitory,,26斋,"POLYGON ((117.1664167 39.1122312, 117.1664154 39.1121115, 117.1667681 39.1121093, 117.1671063 39.1121071, 117.1671076 39.1122267, 117.1664167 39.1122312))",,,,,,,
way,891012932,"[8281381105, 8281380848, 8281382415, 8281381762, 8281381105]",,yes,,,"POLYGON ((117.1700879 39.1082572, 117.1700911 39.1083925, 117.1699837 39.108394, 117.1699805 39.1082587, 117.1700879 39.1082572))",,,,,,,
way,891012938,"[8281382369, 8281383932, 8281383675, 8281381202, 8281382369]",,yes,,,"POLYGON ((117.1675235 39.1091929, 117.1674533 39.1091937, 117.1674528 39.1091657, 117.167523 39.1091649, 117.1675235 39.1091929))",,,,,,,
way,891012939,"[8281383975, 8281384573, 8281382100, 8281381447, 8281383975]",,yes,,,"POLYGON ((117.1640832 39.1099047, 117.1640502 39.1099048, 117.1640498 39.109865, 117.1640828 39.1098647, 117.1640832 39.1099047))",,,,,,,
way,891012940,"[8281381687, 8281383249, 8281382388, 8281381478, 8281381687]",,yes,,,"POLYGON ((117.163578 39.1090726, 117.1635766 39.1090185, 117.1635491 39.109019, 117.1635505 39.109073, 117.163578 39.1090726))",,,,,,,
way,891012942,"[8281382990, 8281382334, 8281383898, 8281383642, 8281382990]",,yes,,,"POLYGON ((117.1636149 39.1096121, 117.1636774 39.1096096, 117.163677 39.1095951, 117.1636149 39.1095972, 117.1636149 39.1096121))",,,,,,,
way,891012943,"[8281381527, 8281381035, 8281380871, 8281383462, 8281382810, 8281383079, 8281383321, 8281381527]",,yes,,,"POLYGON ((117.1646201 39.109694, 117.1647164 39.1096929, 117.1647161 39.1096733, 117.1647155 39.1096423, 117.1647139 39.1095614, 117.1647139 39.1095592, 117.1646176 39.1095603, 117.1646201 39.109694))",,,,,,,
way,891012944,"[8281383245, 8281383899, 8281383283, 8281310908, 8281384193, 8281381720, 8281381464, 8281383028, 8281382373, 8281383936, 8281383679, 8281381206, 8281381000, 8281381258, 8281384588, 8281382115, 8281381861, 8281383424, 8281382771, 8281384334, 8281383245]",,yes,,,"POLYGON ((117.1708293 39.1077482, 117.1708336 39.1079017, 117.1708342 39.107925, 117.170854 39.1079246, 117.170854 39.1079212, 117.1708635 39.107921, 117.1708637 39.107925, 117.1708846 39.1079246, 117.1708845 39.1079211, 117.1708961 39.1079209, 117.1708962 39.1079243, 117.1709176 39.1079239, 117.1709173 39.1079124, 117.1709139 39.1077914, 117.1709126 39.1077437, 117.170862 39.1077446, 117.1708622 39.1077487, 117.170851 39.1077489, 117.1708508 39.1077448, 117.1708292 39.1077451, 117.1708293 39.1077482))",,,,,,,
way,891012945,"[8281383336, 8281383081, 8281384643, 8281383990, 8281383336]",,yes,,,"POLYGON ((117.1623851 39.1102479, 117.1624387 39.1102438, 117.162448 39.1103211, 117.1623967 39.1103249, 117.1623851 39.1102479))",,,,,,,
way,891012947,"[8281380939, 8281381196, 8281383670, 8281384578, 8281383926, 8281381453, 8281380939]",,yes,,,"POLYGON ((117.1646537 39.1128874, 117.1644736 39.1128878, 117.1644736 39.1128932, 117.1643602 39.1128934, 117.1643601 39.1128648, 117.1646537 39.1128641, 117.1646537 39.1128874))",,,,,,,
way,891012948,"[8281382792, 8281384355, 8281383699, 8281381226, 8281382792]",,yes,,,"POLYGON ((117.1631264 39.1113331, 117.163126 39.1112933, 117.1632421 39.1112933, 117.1632425 39.1113339, 117.1631264 39.1113331))",,,,,,,
