element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:state,addr:street,access,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,note,amenity,operator,wheelchair,layer,parking,website,addr:postcode,description,fixme,tourism,nodes,building:levels,name:etymology:wikidata,name:etymology:wikipedia,wikidata,old_name,alt_name,architect,contact:yelp,display,faces,height,man_made,opening_hours,start_date,support,tower:construction,tower:type,visibility,wikipedia,internet_access,addr:housename,disused:museum,disused:tourism,historic,occupant,comment,air_conditioning,phone,heritage,leisure,sport,is_in:state_code,toilets:wheelchair,healthcare,contact:facebook,contact:instagram,museum,wikimedia_commons,cooperative,heritage:operator,name_1,landuse,plant:output:electricity,plant:source,power,brand,brand:wikidata,cuisine,outdoor_seating,roof:levels,covered,historic:note,ref:nrhp,shop,official_name,operator:type,operator:wikidata,short_name,email,location,designation,survey:date,wheelchair:description,bridge,building:use,disused,min_height,smoking,drinking_water,bar,fax,internet_access:fee,payment:cash,payment:credit_cards,rooms,guest_house,reservation,telescope:type,alt_name_1,content,material,bicycle_parking,branch,cooling:method,memorial,ways,type,architect:wikidata,building:material,contact:foursquare,url,really_has_a_road_through_it
way,311951326,"POLYGON ((-122.2479772 37.871504, -122.2479021 37.8715431, -122.2478444 37.8714733, -122.2479181 37.8714352, -122.2479772 37.871504))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[3177289278, 3177289279, 3177289280, 3177289281, 3177289278]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311951334,"POLYGON ((-122.244386 37.8729748, -122.2442041 37.8729475, -122.244169 37.8730924, -122.2443509 37.8731198, -122.244386 37.8729748))",,,,,,,yes,,,,,,Strawberry Canyon Center,,,,,,,,,,UCB_Recreation_Offices,,,"[3177289284, 3177289285, 3177289286, 3177289287, 3177289284]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,312354278,"POLYGON ((-122.2561344 37.8709454, -122.2560294 37.8709591, -122.2559239 37.8709729, -122.2559099 37.8708973, -122.2559892 37.8708874, -122.2561203 37.8708709, -122.2561344 37.8709454))",,,,,,,roof,,,,,,,,,,,,,,,,,,,"[3182076383, 7022985760, 3182076384, 3182076385, 7022985759, 3182076386, 3182076383]",,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
way,314522129,"POLYGON ((-122.2581352 37.8697719, -122.2580963 37.8696173, -122.2577476 37.8696734, -122.2577878 37.8698258, -122.2581352 37.8697719))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[3205715619, 3205715620, 3205715621, 3205715622, 3205715619]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314522130,"POLYGON ((-122.2579045 37.8696056, -122.2577664 37.8692266, -122.2575773 37.8692669, -122.2577127 37.8696469, -122.2579045 37.8696056))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[3205715623, 3205715624, 3205715625, 3205715626, 3205715623]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314724579,"POLYGON ((-122.2540289 37.8694978, -122.2540259 37.8694894, -122.2540179 37.8694541, -122.2529445 37.8695973, -122.2529509 37.8696315, -122.2530004 37.8698758, -122.2531428 37.8698597, -122.2531396 37.8698353, -122.253169 37.8698313, -122.2531571 37.8697767, -122.2531362 37.869781, -122.2531012 37.8696006, -122.2535819 37.8695381, -122.253618 37.8697176, -122.253589 37.8697228, -122.2535953 37.8697459, -122.2536028 37.8697737, -122.2536251 37.8697707, -122.2536305 37.8697972, -122.2538031 37.8697767, -122.2537516 37.8695326, -122.2540289 37.8694978))",,,,,,,university,,,,,,The Law Building South,,,,,,,,,,,,,"[3207694163, 10726612976, 260547523, 3207694169, 3207694165, 760874894, 299623259, 3207694166, 10726612963, 10726612964, 10726612967, 10726612968, 10726612969, 10726612966, 10726612965, 10726612975, 10726612962, 3207694168, 3207694167, 3207694164, 299623266, 3207694163]",1,,,,Boalt South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,319200451,"POLYGON ((-122.2532465 37.8761525, -122.252934 37.8755965, -122.2528468 37.875627, -122.2526201 37.8752236, -122.2522909 37.8753389, -122.2522745 37.8753099, -122.2521441 37.8753555, -122.252266 37.8755724, -122.2523356 37.875548, -122.2524541 37.8757588, -122.2525882 37.8757118, -122.2527054 37.8759203, -122.2527863 37.875892, -122.2529843 37.8762443, -122.2532465 37.8761525))",,,,,,,yes,,,,,,National Energy Research Scientific Computing Center (NERSC),,,,,,,,,,,,,"[3256161840, 3256161844, 3256161843, 3256161845, 3256161837, 3256161846, 3256161835, 3256161836, 3256161833, 3256161839, 3256161842, 3256161834, 3256161841, 3256161838, 3256161840]",,,,Q6972451,,59,,,,,,,,,,,,,en:National Energy Research Scientific Computing Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shyh Wang Hall,,,,,,,,,,,,,
way,319352572,"POLYGON ((-122.2501474 37.8699881, -122.2501122 37.8699223, -122.2501534 37.8699086, -122.2501886 37.8699743, -122.2501474 37.8699881))",,,,,,,yes,,,,,,Ticket Office,,,,,,,,,,,,,"[3257627632, 3257627630, 3257627629, 3257627631, 3257627632]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ticket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,353519760,"POLYGON ((-122.2381024 37.875254, -122.2381172 37.8752122, -122.2379804 37.875182, -122.2379656 37.8752238, -122.2381024 37.875254))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[3593176658, 3593176659, 3593176660, 3593176661, 3593176658]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,353519761,"POLYGON ((-122.2381172 37.8752122, -122.2381319 37.8751689, -122.2379963 37.875139, -122.2379804 37.875182, -122.2381172 37.8752122))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[3593176659, 3593176662, 3593176663, 3593176660, 3593176659]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,353519762,"POLYGON ((-122.2382516 37.8752799, -122.2381193 37.8752463, -122.2381461 37.8751805, -122.2381792 37.8751889, -122.2382784 37.8752141, -122.2382516 37.8752799))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[3593176664, 3593176665, 3593176666, 3731061591, 3593176667, 3593176664]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,353519763,"POLYGON ((-122.2381045 37.8747647, -122.2380337 37.8747547, -122.2380513 37.8746771, -122.2381221 37.8746871, -122.2381045 37.8747647))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[3593176668, 3593176669, 3593176670, 3593176671, 3593176668]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376601065,"POLYGON ((-122.2654979 37.8672016, -122.2655772 37.8675912, -122.2657466 37.8675697, -122.2657166 37.8674225, -122.2657413 37.8674194, -122.26573 37.8673638, -122.265703 37.8673672, -122.2656865 37.8672857, -122.2657095 37.8672828, -122.2656859 37.8671666, -122.2656175 37.8671753, -122.2656197 37.8671862, -122.2654979 37.8672016))",,,2200,,Bancroft Way,,yes,,,,,,,,,,,,,,,,,,,"[3800040831, 6533395806, 3800040829, 9234149417, 9234149418, 9234149419, 9234149420, 9234149421, 9234149422, 3800040828, 9234149423, 9234149424, 3800040831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,396383943,"POLYGON ((-122.2662689 37.8706582, -122.2667486 37.870598, -122.2667953 37.8709341, -122.2665933 37.8709588, -122.2666343 37.871177, -122.2663461 37.8712125, -122.2663451 37.8712829, -122.2663163 37.871287, -122.2661976 37.8713039, -122.2661451 37.8713114, -122.2660736 37.8706837, -122.2661958 37.8706682, -122.2662 37.870626, -122.2662661 37.8706188, -122.2662689 37.8706582))",Berkeley,,2155,CA,Center Street,,museum,,,,,,Berkeley Art Museum - Pacific Film Archive,,approximate building outline,,"University of California, Berkeley",yes,,,https://bampfa.org/,94704,,,museum,"[3991903048, 3991903045, 3991903052, 3991903053, 3991903054, 3991903055, 3991903056, 9428645383, 9428645384, 3991903157, 3991903050, 3991903049, 3991903047, 3991903046, 3991903048]",3,,,Q2916280,,"BAMPFA;BAM/PFA;University of California, Berkeley Art Museum and Pacific Film Archive",Diller Scofidio + Renfro,,,,,,We-Su 11:00-19:00,,,,,,en:Berkeley Art Museum and Pacific Film Archive,,,,,,,,,,,,,,yes,,https://www.facebook.com/bampfa,,art;film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,410615362,"POLYGON ((-122.2573453 37.8663941, -122.2573239 37.8662922, -122.2569105 37.8663463, -122.2569319 37.8664481, -122.2573453 37.8663941))",,,,,,,yes,,,,,,,Bing,,,,,,,,,,,,"[4124193252, 4124193212, 4124193199, 4124193224, 4124193252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,410615364,"POLYGON ((-122.2574737 37.8665688, -122.2574572 37.8664986, -122.2574837 37.8664947, -122.2574672 37.8664244, -122.2573811 37.866437, -122.2573578 37.8663377, -122.2575267 37.866313, -122.2575829 37.8665528, -122.2574737 37.8665688))",,,,,,,yes,,,,,,,Bing,,,,,,,,,,,,"[4124193230, 4279441409, 4279441408, 4124193232, 4124193219, 4124193225, 4124193253, 4124193221, 4124193230]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,410615369,"POLYGON ((-122.2570845 37.8668532, -122.2567117 37.866899, -122.2566861 37.8667695, -122.2566545 37.8667734, -122.2566388 37.8666939, -122.2565994 37.8666988, -122.2565445 37.8664205, -122.2566946 37.8664021, -122.2567534 37.8667001, -122.257002 37.8666695, -122.2569586 37.8664499, -122.2571078 37.8664315, -122.25712 37.8664935, -122.257071 37.8664995, -122.2570978 37.8666353, -122.2570331 37.8666433, -122.2570588 37.8667738, -122.2570916 37.8667697, -122.2571036 37.8668304, -122.2570806 37.8668332, -122.2570845 37.8668532))",,,,,,,yes,,,,,,,Bing,,,,,,,,,,,,"[4124193240, 4124193233, 4124193195, 4124193241, 4124193237, 4124193251, 4124193227, 4124193220, 4124193203, 4124193211, 4124193201, 4124193206, 4124193198, 4124193205, 4124193202, 4124193254, 4124193250, 4124193238, 4124193229, 4124193243, 4124193240]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,417682513,"POLYGON ((-122.260776 37.8687827, -122.2607601 37.8686957, -122.2608049 37.8686911, -122.260793 37.8686279, -122.260598 37.8686561, -122.2605938 37.8686365, -122.2604604 37.8686717, -122.260454 37.8686564, -122.2603482 37.868682, -122.2602249 37.8687021, -122.2602226 37.8686896, -122.2600156 37.8687405, -122.2600018 37.8687439, -122.2600286 37.8688831, -122.2600296 37.8688956, -122.2601469 37.8688761, -122.2602557 37.8688774, -122.2604096 37.8688592, -122.2605112 37.8688293, -122.2606466 37.86881, -122.2607027 37.8688032, -122.2607012 37.8687928, -122.260776 37.8687827))",,,,,,,university,,,,,,Eshleman Hall,Bing,,,,,,,,,,,,"[4181862742, 10944422076, 10944422075, 4181862748, 4181862732, 4181862736, 4181862745, 4181862719, 4181862752, 4181862743, 4181862751, 10944422077, 308994875, 4181862720, 283057532, 10944422078, 10944422079, 308995055, 4181862741, 4181862730, 10944422081, 10944422080, 4181862742]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431122964,"POLYGON ((-122.254236 37.873391, -122.254202 37.8733541, -122.2542701 37.8733149, -122.2543605 37.8732628, -122.2543872 37.8732476, -122.2544213 37.8732845, -122.2543911 37.8733018, -122.254236 37.873391))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[4303713244, 4303713126, 9347421363, 9347421355, 4303713240, 4303713177, 4303713157, 4303713244]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431122982,"POLYGON ((-122.2546689 37.8738127, -122.2546333 37.8737741, -122.2547795 37.8736901, -122.2548207 37.8736664, -122.2548563 37.873705, -122.2548251 37.8737229, -122.2546689 37.8738127))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[4303713134, 4303713269, 4303713185, 4303713171, 4303713144, 4303713130, 4303713134]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431328517,"POLYGON ((-122.2591697 37.8741424, -122.2591034 37.8741581, -122.2590276 37.874176, -122.258967 37.8740131, -122.2594362 37.8739029, -122.2595213 37.8741285, -122.2592675 37.8741881, -122.2592574 37.8741613, -122.2591834 37.8741786, -122.2591697 37.8741424))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[4305359374, 260551483, 1250624808, 4305359371, 4305359372, 260551502, 4305359375, 4305359367, 4305359365, 4305359374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431329214,"POLYGON ((-122.2540532 37.8722714, -122.2540876 37.8722689, -122.2541309 37.8722657, -122.2542428 37.8722575, -122.2542837 37.8722545, -122.2543406 37.8722504, -122.2544275 37.8721991, -122.2546715 37.8724572, -122.2546383 37.8724768, -122.2546626 37.8725026, -122.2545365 37.8725768, -122.254517 37.8725562, -122.2544999 37.8725662, -122.2543745 37.8724334, -122.2540748 37.8724553, -122.2540532 37.8722714))",,,,,,,yes,,,,,,Chou Hall (North Academic Building),Bing,,,,,,,,,,,,"[4305369818, 9330952498, 9330952477, 9330952475, 9330952499, 6141327286, 6141327287, 4305369816, 6141327285, 4305369826, 4305369820, 9330952473, 9330952474, 4305369817, 4305369823, 4305369818]",6,,,,,,,,,,,,,,,,,,,,,,,,,opened 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431329525,"POLYGON ((-122.2684006 37.8737825, -122.2683683 37.8736243, -122.2683908 37.8736215, -122.2683032 37.8731922, -122.2681502 37.8732116, -122.2681544 37.873232, -122.2680948 37.8732396, -122.2680924 37.8732276, -122.2675339 37.8732987, -122.2675365 37.8733156, -122.2675681 37.8734659, -122.2674776 37.8734774, -122.2675252 37.8737138, -122.2675618 37.8738892, -122.2684006 37.8737825))",Berkeley,US,2121,CA,Berkeley Way,,university,,,,,,Berkeley Way West,Bing,,,,,,,,94720,,,,"[4305371262, 7065572206, 7065572205, 4305371264, 7065572201, 7065572203, 7065572204, 7065572202, 4305371261, 9868737747, 4305371266, 4305371265, 9868737740, 4305371263, 4305371262]",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431330565,"POLYGON ((-122.2581976 37.8673128, -122.2580745 37.8673276, -122.2580715 37.8673123, -122.258041 37.867316, -122.2580074 37.8671416, -122.2581795 37.8671209, -122.2582125 37.8672924, -122.2581941 37.8672946, -122.2581976 37.8673128))",,,,,,,yes,,,,,,,Bing,,,,,,,,,,,,"[4305382068, 4305382111, 4305382040, 4305382043, 4305382000, 4305381532, 4305381526, 4305381568, 4305382068]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431330567,"POLYGON ((-122.2568858 37.867509, -122.2567487 37.8675268, -122.2567058 37.8673211, -122.2568429 37.8673033, -122.2568858 37.867509))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[4305381538, 4305381588, 4305381530, 4305382135, 4305381538]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431330577,"POLYGON ((-122.2567758 37.867646, -122.2567586 37.867561, -122.2568865 37.8675449, -122.2569037 37.8676299, -122.2567758 37.867646))",,,,,,,house,,,,,,,,,,,,,,,,,,,"[4305382096, 4305382128, 4305382002, 4305382030, 4305382096]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431330587,"POLYGON ((-122.2580031 37.8674323, -122.2577864 37.8674608, -122.2577216 37.8671544, -122.2579383 37.8671258, -122.2580031 37.8674323))",,,,,,,yes,,,,,,,Bing,,,,,,,,,,,,"[4305382011, 4305382058, 4305382093, 4305381536, 4305382011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431330591,"POLYGON ((-122.2568037 37.8677705, -122.2567797 37.8676561, -122.2569178 37.8676381, -122.2569418 37.8677525, -122.2568037 37.8677705))",,,,,,,school,,,,,,,,,,,,,,,,,,,"[4305381562, 4305382017, 4305381547, 4305382056, 4305381562]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436073950,"POLYGON ((-122.2423554 37.8753128, -122.2422624 37.8753563, -122.2425053 37.8756797, -122.2426031 37.8756339, -122.2425836 37.875608, -122.2426639 37.8755704, -122.2427271 37.8756546, -122.242784 37.875628, -122.2425491 37.8753152, -122.2424071 37.8753817, -122.2423554 37.8753128))",,,,,,,yes,,,,,,"72, 72C",Bing,,,,,,,,,,,,"[4339536788, 4339536890, 4339536899, 4339536897, 4339536895, 4339536894, 4339536898, 4339536896, 4339536889, 4339536892, 4339536788]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436073951,"POLYGON ((-122.2437782 37.8759195, -122.2437802 37.8758225, -122.2437821 37.8757271, -122.2435474 37.8757242, -122.2435435 37.8759165, -122.243638 37.8759177, -122.2437782 37.8759195))",,,,,,,yes,,,,,,31,Bing,,,,,,,,,,,,"[4339536903, 7919890753, 4339536901, 4339536900, 4339536902, 7132279154, 4339536903]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436073952,"POLYGON ((-122.2426363 37.8753911, -122.2425714 37.8753112, -122.2426391 37.8752769, -122.242704 37.8753568, -122.2426363 37.8753911))",,,,,,,yes,,,,,,72A,Bing,,,,,,,,,,,,"[4339536893, 4339536787, 4339536785, 4339536891, 4339536893]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436073953,"POLYGON ((-122.2424258 37.8752946, -122.2423654 37.8752121, -122.2424727 37.8751631, -122.2425331 37.8752457, -122.2424258 37.8752946))",,,,,,,yes,,,,,,72B,Bing,,,,,,,,,,,,"[4339536786, 4339536783, 4339536782, 4339536784, 4339536786]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,440146220,"POLYGON ((-122.2586886 37.8761288, -122.2586146 37.8761385, -122.258611 37.8761216, -122.2585972 37.8761234, -122.2585814 37.8759809, -122.2590026 37.8759257, -122.2590453 37.876065, -122.2590322 37.8760667, -122.2590357 37.8760833, -122.2589586 37.8760934, -122.2589605 37.8761026, -122.2586905 37.876138, -122.2586886 37.8761288))",Berkeley,,2530,CA,Ridge Road,,university,,,,,,Jacobs Hall,,,,,,,,,94720,,,,"[7021217863, 7021217867, 7021217861, 7021217862, 4378621538, 4378621537, 7021217844, 7021217845, 4679694160, 7021217856, 7021217858, 7021217866, 7021217863]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,470796052,"POLYGON ((-122.2510029 37.8799103, -122.250903 37.8797658, -122.2509859 37.87973, -122.2509794 37.8797206, -122.2510378 37.8796955, -122.2510939 37.8797767, -122.2510351 37.879802, -122.2510854 37.8798747, -122.2510029 37.8799103))",,,,,,,yes,,,,,,81,,,,,,,,,,,,,"[4649869695, 4649874606, 4649870741, 4649868598, 4649872361, 4649872886, 4649867876, 4649870219, 4649869695]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,470796054,"POLYGON ((-122.2535961 37.8788655, -122.2537677 37.8788644, -122.2537684 37.8789309, -122.2535967 37.878932, -122.2535961 37.8788655))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[4649873130, 4649870785, 4649868642, 4649873753, 4649873130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,470796085,"POLYGON ((-122.2505801 37.8791698, -122.2505374 37.8791662, -122.2505575 37.879018, -122.2506002 37.8790216, -122.2505801 37.8791698))",,,,,,,yes,,,,,,71P,,,,,,,,,,,,,"[4649873787, 4649874309, 4649869398, 4649871542, 4649873787]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,470796092,"POLYGON ((-122.2501161 37.8790354, -122.2499712 37.8790084, -122.2499808 37.8789763, -122.2501257 37.8790033, -122.2501161 37.8790354))",,,,,,,yes,,,,,,71Q,,,,,,,,,,,,,"[4649874358, 4649872313, 4649870070, 4649867827, 4649874358]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,470796126,"POLYGON ((-122.2538239 37.8769671, -122.2537562 37.8769903, -122.2536826 37.8768569, -122.2537503 37.8768337, -122.2538239 37.8769671))",,,,,,,yes,,,,,,65B,,,,,,,,,,,,,"[4649874157, 4649872011, 4649869767, 4649874679, 4649874157]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,470796129,"POLYGON ((-122.2505264 37.878984, -122.250338 37.8789682, -122.2503415 37.8789423, -122.2505299 37.8789582, -122.2505264 37.878984))",,,,,,,yes,,,,,,71F,,,,,,,,,,,,,"[4649871493, 4649869250, 4649874161, 4649872015, 4649871493]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,470796136,"POLYGON ((-122.2427368 37.8806655, -122.2426496 37.8806348, -122.2426904 37.8805628, -122.2427775 37.8805935, -122.2427368 37.8806655))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[4649870542, 4649868399, 4649873409, 4649871064, 4649870542]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,470796171,"POLYGON ((-122.2518171 37.8783145, -122.251628 37.8783801, -122.251589 37.8783101, -122.251778 37.8782444, -122.2518171 37.8783145))",,,,,,,yes,,,,,,56,,,,,,,,,,,,,"[4649872047, 4649870004, 4649874916, 4649872571, 4649872047]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,470796210,"POLYGON ((-122.251145 37.8799727, -122.2510572 37.8800145, -122.2510142 37.8799583, -122.251102 37.8799165, -122.251145 37.8799727))",,,,,,,yes,,,,,,82,,,,,,,,,,,,,"[4649873708, 4649871363, 4649869220, 4649874131, 4649873708]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,470796212,"POLYGON ((-122.2541442 37.8790628, -122.2541444 37.8791398, -122.2541006 37.8791398, -122.2541006 37.8791602, -122.2540103 37.8791603, -122.2540103 37.8791402, -122.2539664 37.8791402, -122.2539664 37.879063, -122.2541442 37.8790628))",,,,,,,yes,,,,,,90X2,,,,,,,,,,,,,"[4649871508, 4649874002, 4649869413, 7780201420, 7780201419, 7780201418, 4649871557, 4649869265, 4649871508]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,470796244,"POLYGON ((-122.2505264 37.8791513, -122.250487 37.8791477, -122.2505085 37.8790006, -122.2505479 37.8790042, -122.2505264 37.8791513))",,,,,,,yes,,,,,,71C,,,,,,,,,,,,,"[4649872064, 4649872588, 4649874933, 4649870021, 4649872064]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
